State,Date,Cumulative_Prisoner_Deaths
Wyoming,2021-03-07,682.0
Wyoming,2021-03-06,682.0
Wyoming,2021-03-05,682.0
Wyoming,2021-03-04,682.0
Wyoming,2021-03-03,682.0
Wyoming,2021-03-02,682.0
Wyoming,2021-03-01,671.0
Wyoming,2021-02-28,671.0
Wyoming,2021-02-27,671.0
Wyoming,2021-02-26,671.0
Wyoming,2021-02-25,671.0
Wyoming,2021-02-24,671.0
Wyoming,2021-02-23,671.0
Wyoming,2021-02-22,662.0
Wyoming,2021-02-21,662.0
Wyoming,2021-02-20,662.0
Wyoming,2021-02-19,662.0
Wyoming,2021-02-18,662.0
Wyoming,2021-02-17,662.0
Wyoming,2021-02-16,662.0
Wyoming,2021-02-15,647.0
Wyoming,2021-02-14,647.0
Wyoming,2021-02-13,647.0
Wyoming,2021-02-12,647.0
Wyoming,2021-02-11,647.0
Wyoming,2021-02-10,647.0
Wyoming,2021-02-09,647.0
Wyoming,2021-02-08,624.0
Wyoming,2021-02-07,624.0
Wyoming,2021-02-06,624.0
Wyoming,2021-02-05,624.0
Wyoming,2021-02-04,624.0
Wyoming,2021-02-03,624.0
Wyoming,2021-02-02,624.0
Wyoming,2021-02-01,596.0
Wyoming,2021-01-31,596.0
Wyoming,2021-01-30,596.0
Wyoming,2021-01-29,596.0
Wyoming,2021-01-28,596.0
Wyoming,2021-01-27,596.0
Wyoming,2021-01-26,596.0
Wyoming,2021-01-25,571.0
Wyoming,2021-01-24,571.0
Wyoming,2021-01-23,571.0
Wyoming,2021-01-22,571.0
Wyoming,2021-01-21,550.0
Wyoming,2021-01-20,550.0
Wyoming,2021-01-19,550.0
Wyoming,2021-01-18,522.0
Wyoming,2021-01-17,522.0
Wyoming,2021-01-16,522.0
Wyoming,2021-01-15,522.0
Wyoming,2021-01-14,522.0
Wyoming,2021-01-13,522.0
Wyoming,2021-01-12,522.0
Wyoming,2021-01-11,489.0
Wyoming,2021-01-10,489.0
Wyoming,2021-01-09,489.0
Wyoming,2021-01-08,489.0
Wyoming,2021-01-07,489.0
Wyoming,2021-01-06,464.0
Wyoming,2021-01-05,464.0
Wyoming,2021-01-04,438.0
Wyoming,2021-01-03,438.0
Wyoming,2021-01-02,438.0
Wyoming,2021-01-01,438.0
Wyoming,2020-12-31,438.0
Wyoming,2020-12-30,405.0
Wyoming,2020-12-29,405.0
Wyoming,2020-12-28,405.0
Wyoming,2020-12-27,373.0
Wyoming,2020-12-26,373.0
Wyoming,2020-12-25,373.0
Wyoming,2020-12-24,373.0
Wyoming,2020-12-23,373.0
Wyoming,2020-12-22,373.0
Wyoming,2020-12-21,351.0
Wyoming,2020-12-20,351.0
Wyoming,2020-12-19,351.0
Wyoming,2020-12-18,351.0
Wyoming,2020-12-17,351.0
Wyoming,2020-12-16,328.0
Wyoming,2020-12-15,328.0
Wyoming,2020-12-14,321.0
Wyoming,2020-12-13,321.0
Wyoming,2020-12-12,321.0
Wyoming,2020-12-11,321.0
Wyoming,2020-12-10,299.0
Wyoming,2020-12-09,299.0
Wyoming,2020-12-08,280.0
Wyoming,2020-12-07,280.0
Wyoming,2020-12-06,257.0
Wyoming,2020-12-05,257.0
Wyoming,2020-12-04,257.0
Wyoming,2020-12-03,257.0
Wyoming,2020-12-02,230.0
Wyoming,2020-12-01,230.0
Wyoming,2020-11-30,215.0
Wyoming,2020-11-29,215.0
Wyoming,2020-11-28,215.0
Wyoming,2020-11-27,215.0
Wyoming,2020-11-26,215.0
Wyoming,2020-11-25,215.0
Wyoming,2020-11-24,202.0
Wyoming,2020-11-23,202.0
Wyoming,2020-11-22,176.0
Wyoming,2020-11-21,176.0
Wyoming,2020-11-20,176.0
Wyoming,2020-11-19,176.0
Wyoming,2020-11-18,155.0
Wyoming,2020-11-17,155.0
Wyoming,2020-11-16,144.0
Wyoming,2020-11-15,144.0
Wyoming,2020-11-14,144.0
Wyoming,2020-11-13,127.0
Wyoming,2020-11-12,127.0
Wyoming,2020-11-11,127.0
Wyoming,2020-11-10,127.0
Wyoming,2020-11-09,114.0
Wyoming,2020-11-08,114.0
Wyoming,2020-11-07,105.0
Wyoming,2020-11-06,105.0
Wyoming,2020-11-05,105.0
Wyoming,2020-11-04,105.0
Wyoming,2020-11-03,93.0
Wyoming,2020-11-02,87.0
Wyoming,2020-11-01,87.0
Wyoming,2020-10-31,87.0
Wyoming,2020-10-30,87.0
Wyoming,2020-10-29,87.0
Wyoming,2020-10-28,77.0
Wyoming,2020-10-27,77.0
Wyoming,2020-10-26,77.0
Wyoming,2020-10-25,68.0
Wyoming,2020-10-24,68.0
Wyoming,2020-10-23,68.0
Wyoming,2020-10-22,68.0
Wyoming,2020-10-21,61.0
Wyoming,2020-10-20,61.0
Wyoming,2020-10-19,57.0
Wyoming,2020-10-18,57.0
Wyoming,2020-10-17,57.0
Wyoming,2020-10-16,57.0
Wyoming,2020-10-15,57.0
Wyoming,2020-10-14,57.0
Wyoming,2020-10-13,57.0
Wyoming,2020-10-12,54.0
Wyoming,2020-10-11,54.0
Wyoming,2020-10-10,54.0
Wyoming,2020-10-09,54.0
Wyoming,2020-10-08,54.0
Wyoming,2020-10-07,53.0
Wyoming,2020-10-06,53.0
Wyoming,2020-10-05,53.0
Wyoming,2020-10-04,53.0
Wyoming,2020-10-03,53.0
Wyoming,2020-10-02,53.0
Wyoming,2020-10-01,53.0
Wyoming,2020-09-30,50.0
Wyoming,2020-09-29,50.0
Wyoming,2020-09-28,50.0
Wyoming,2020-09-27,50.0
Wyoming,2020-09-26,50.0
Wyoming,2020-09-25,50.0
Wyoming,2020-09-24,50.0
Wyoming,2020-09-23,50.0
Wyoming,2020-09-22,49.0
Wyoming,2020-09-21,49.0
Wyoming,2020-09-20,49.0
Wyoming,2020-09-19,49.0
Wyoming,2020-09-18,49.0
Wyoming,2020-09-17,49.0
Wyoming,2020-09-16,46.0
Wyoming,2020-09-15,46.0
Wyoming,2020-09-14,46.0
Wyoming,2020-09-13,42.0
Wyoming,2020-09-12,42.0
Wyoming,2020-09-11,42.0
Wyoming,2020-09-10,42.0
Wyoming,2020-09-09,42.0
Wyoming,2020-09-08,42.0
Wyoming,2020-09-07,42.0
Wyoming,2020-09-06,42.0
Wyoming,2020-09-05,42.0
Wyoming,2020-09-04,42.0
Wyoming,2020-09-03,41.0
Wyoming,2020-09-02,41.0
Wyoming,2020-09-01,41.0
Wyoming,2020-08-31,37.0
Wyoming,2020-08-30,37.0
Wyoming,2020-08-29,37.0
Wyoming,2020-08-28,37.0
Wyoming,2020-08-27,37.0
Wyoming,2020-08-26,37.0
Wyoming,2020-08-25,37.0
Wyoming,2020-08-24,37.0
Wyoming,2020-08-23,37.0
Wyoming,2020-08-22,37.0
Wyoming,2020-08-21,37.0
Wyoming,2020-08-20,34.0
Wyoming,2020-08-19,34.0
Wyoming,2020-08-18,34.0
Wyoming,2020-08-17,33.0
Wyoming,2020-08-16,30.0
Wyoming,2020-08-15,30.0
Wyoming,2020-08-14,30.0
Wyoming,2020-08-13,30.0
Wyoming,2020-08-12,29.0
Wyoming,2020-08-11,29.0
Wyoming,2020-08-10,28.0
Wyoming,2020-08-09,28.0
Wyoming,2020-08-08,28.0
Wyoming,2020-08-07,28.0
Wyoming,2020-08-06,27.0
Wyoming,2020-08-05,27.0
Wyoming,2020-08-04,27.0
Wyoming,2020-08-03,27.0
Wyoming,2020-08-02,26.0
Wyoming,2020-08-01,26.0
Wyoming,2020-07-31,26.0
Wyoming,2020-07-30,26.0
Wyoming,2020-07-29,26.0
Wyoming,2020-07-28,26.0
Wyoming,2020-07-27,25.0
Wyoming,2020-07-26,25.0
Wyoming,2020-07-25,25.0
Wyoming,2020-07-24,25.0
Wyoming,2020-07-23,25.0
Wyoming,2020-07-22,25.0
Wyoming,2020-07-21,25.0
Wyoming,2020-07-20,24.0
Wyoming,2020-07-19,24.0
Wyoming,2020-07-18,24.0
Wyoming,2020-07-17,24.0
Wyoming,2020-07-16,24.0
Wyoming,2020-07-15,22.0
Wyoming,2020-07-14,22.0
Wyoming,2020-07-13,21.0
Wyoming,2020-07-12,21.0
Wyoming,2020-07-11,21.0
Wyoming,2020-07-10,21.0
Wyoming,2020-07-09,21.0
Wyoming,2020-07-08,21.0
Wyoming,2020-07-07,20.0
Wyoming,2020-07-06,20.0
Wyoming,2020-07-05,20.0
Wyoming,2020-07-04,20.0
Wyoming,2020-07-03,20.0
Wyoming,2020-07-02,20.0
Wyoming,2020-07-01,20.0
Wyoming,2020-06-30,20.0
Wyoming,2020-06-29,20.0
Wyoming,2020-06-28,20.0
Wyoming,2020-06-27,20.0
Wyoming,2020-06-26,20.0
Wyoming,2020-06-25,20.0
Wyoming,2020-06-24,20.0
Wyoming,2020-06-23,20.0
Wyoming,2020-06-22,20.0
Wyoming,2020-06-21,20.0
Wyoming,2020-06-20,20.0
Wyoming,2020-06-19,20.0
Wyoming,2020-06-18,18.0
Wyoming,2020-06-17,18.0
Wyoming,2020-06-16,18.0
Wyoming,2020-06-15,18.0
Wyoming,2020-06-14,18.0
Wyoming,2020-06-13,18.0
Wyoming,2020-06-12,18.0
Wyoming,2020-06-11,18.0
Wyoming,2020-06-10,18.0
Wyoming,2020-06-09,17.0
Wyoming,2020-06-08,17.0
Wyoming,2020-06-07,17.0
Wyoming,2020-06-06,17.0
Wyoming,2020-06-05,17.0
Wyoming,2020-06-04,17.0
Wyoming,2020-06-03,17.0
Wyoming,2020-06-02,17.0
Wyoming,2020-06-01,17.0
Wyoming,2020-05-31,16.0
Wyoming,2020-05-30,16.0
Wyoming,2020-05-29,15.0
Wyoming,2020-05-28,15.0
Wyoming,2020-05-27,13.0
Wyoming,2020-05-26,13.0
Wyoming,2020-05-25,12.0
Wyoming,2020-05-24,12.0
Wyoming,2020-05-23,12.0
Wyoming,2020-05-22,12.0
Wyoming,2020-05-21,11.0
Wyoming,2020-05-20,11.0
Wyoming,2020-05-19,10.0
Wyoming,2020-05-18,8.0
Wyoming,2020-05-17,8.0
Wyoming,2020-05-16,7.0
Wyoming,2020-05-15,7.0
Wyoming,2020-05-14,7.0
Wyoming,2020-05-13,7.0
Wyoming,2020-05-12,7.0
Wyoming,2020-05-11,7.0
Wyoming,2020-05-10,7.0
Wyoming,2020-05-09,7.0
Wyoming,2020-05-08,7.0
Wyoming,2020-05-07,7.0
Wyoming,2020-05-06,7.0
Wyoming,2020-05-05,7.0
Wyoming,2020-05-04,7.0
Wyoming,2020-05-03,7.0
Wyoming,2020-05-02,7.0
Wyoming,2020-05-01,7.0
Wyoming,2020-04-30,7.0
Wyoming,2020-04-29,7.0
Wyoming,2020-04-28,7.0
Wyoming,2020-04-27,7.0
Wyoming,2020-04-26,7.0
Wyoming,2020-04-25,7.0
Wyoming,2020-04-24,7.0
Wyoming,2020-04-23,7.0
Wyoming,2020-04-22,6.0
Wyoming,2020-04-21,6.0
Wyoming,2020-04-20,2.0
Wyoming,2020-04-19,2.0
Wyoming,2020-04-18,2.0
Wyoming,2020-04-17,2.0
Wyoming,2020-04-16,2.0
Wyoming,2020-04-15,2.0
Wyoming,2020-04-14,1.0
Wyoming,2020-04-13,1.0
Wyoming,2020-04-12,0.0
Wyoming,2020-04-11,0.0
Wyoming,2020-04-10,0.0
Wyoming,2020-04-09,0.0
Wyoming,2020-04-08,0.0
Wyoming,2020-04-07,0.0
Wyoming,2020-04-06,0.0
Wyoming,2020-04-05,0.0
Wyoming,2020-04-04,0.0
Wyoming,2020-04-03,0.0
Wyoming,2020-04-02,0.0
Wyoming,2020-04-01,0.0
Wyoming,2020-03-31,0.0
Wyoming,2020-03-30,0.0
Wyoming,2020-03-29,0.0
Wyoming,2020-03-28,0.0
Wyoming,2020-03-27,0.0
Wisconsin,2021-03-07,7106.0
Wisconsin,2021-03-06,7102.0
Wisconsin,2021-03-05,7094.0
Wisconsin,2021-03-04,7082.0
Wisconsin,2021-03-03,7069.0
Wisconsin,2021-03-02,7050.0
Wisconsin,2021-03-01,7014.0
Wisconsin,2021-02-28,7014.0
Wisconsin,2021-02-27,7014.0
Wisconsin,2021-02-26,6999.0
Wisconsin,2021-02-25,6994.0
Wisconsin,2021-02-24,6936.0
Wisconsin,2021-02-23,6910.0
Wisconsin,2021-02-22,6871.0
Wisconsin,2021-02-21,6871.0
Wisconsin,2021-02-20,6871.0
Wisconsin,2021-02-19,6852.0
Wisconsin,2021-02-18,6816.0
Wisconsin,2021-02-17,6798.0
Wisconsin,2021-02-16,6788.0
Wisconsin,2021-02-15,6749.0
Wisconsin,2021-02-14,6745.0
Wisconsin,2021-02-13,6744.0
Wisconsin,2021-02-12,6734.0
Wisconsin,2021-02-11,6723.0
Wisconsin,2021-02-10,6705.0
Wisconsin,2021-02-09,6663.0
Wisconsin,2021-02-08,6614.0
Wisconsin,2021-02-07,6613.0
Wisconsin,2021-02-06,6611.0
Wisconsin,2021-02-05,6575.0
Wisconsin,2021-02-04,6545.0
Wisconsin,2021-02-03,6496.0
Wisconsin,2021-02-02,6480.0
Wisconsin,2021-02-01,6436.0
Wisconsin,2021-01-31,6434.0
Wisconsin,2021-01-30,6430.0
Wisconsin,2021-01-29,6390.0
Wisconsin,2021-01-28,6334.0
Wisconsin,2021-01-27,6302.0
Wisconsin,2021-01-26,6264.0
Wisconsin,2021-01-25,6199.0
Wisconsin,2021-01-24,6190.0
Wisconsin,2021-01-23,6184.0
Wisconsin,2021-01-22,6135.0
Wisconsin,2021-01-21,6090.0
Wisconsin,2021-01-20,6035.0
Wisconsin,2021-01-19,5973.0
Wisconsin,2021-01-18,5926.0
Wisconsin,2021-01-17,5906.0
Wisconsin,2021-01-16,5905.0
Wisconsin,2021-01-15,5770.0
Wisconsin,2021-01-14,5728.0
Wisconsin,2021-01-13,5679.0
Wisconsin,2021-01-12,5633.0
Wisconsin,2021-01-11,5575.0
Wisconsin,2021-01-10,5570.0
Wisconsin,2021-01-09,5567.0
Wisconsin,2021-01-08,5529.0
Wisconsin,2021-01-07,5477.0
Wisconsin,2021-01-06,5435.0
Wisconsin,2021-01-05,5366.0
Wisconsin,2021-01-04,5269.0
Wisconsin,2021-01-03,5261.0
Wisconsin,2021-01-02,5256.0
Wisconsin,2021-01-01,5254.0
Wisconsin,2020-12-31,5242.0
Wisconsin,2020-12-30,5192.0
Wisconsin,2020-12-29,5152.0
Wisconsin,2020-12-28,5060.0
Wisconsin,2020-12-27,5039.0
Wisconsin,2020-12-26,5029.0
Wisconsin,2020-12-25,5025.0
Wisconsin,2020-12-24,5019.0
Wisconsin,2020-12-23,4953.0
Wisconsin,2020-12-22,4879.0
Wisconsin,2020-12-21,4751.0
Wisconsin,2020-12-20,4743.0
Wisconsin,2020-12-19,4722.0
Wisconsin,2020-12-18,4632.0
Wisconsin,2020-12-17,4561.0
Wisconsin,2020-12-16,4493.0
Wisconsin,2020-12-15,4408.0
Wisconsin,2020-12-14,4352.0
Wisconsin,2020-12-13,4339.0
Wisconsin,2020-12-12,4324.0
Wisconsin,2020-12-11,4266.0
Wisconsin,2020-12-10,4209.0
Wisconsin,2020-12-09,4142.0
Wisconsin,2020-12-08,4054.0
Wisconsin,2020-12-07,3973.0
Wisconsin,2020-12-06,3952.0
Wisconsin,2020-12-05,3934.0
Wisconsin,2020-12-04,3842.0
Wisconsin,2020-12-03,3773.0
Wisconsin,2020-12-02,3703.0
Wisconsin,2020-12-01,3611.0
Wisconsin,2020-11-30,3494.0
Wisconsin,2020-11-29,3487.0
Wisconsin,2020-11-28,3464.0
Wisconsin,2020-11-27,3434.0
Wisconsin,2020-11-26,3415.0
Wisconsin,2020-11-25,3343.0
Wisconsin,2020-11-24,3272.0
Wisconsin,2020-11-23,3158.0
Wisconsin,2020-11-22,3150.0
Wisconsin,2020-11-21,3143.0
Wisconsin,2020-11-20,3091.0
Wisconsin,2020-11-19,3010.0
Wisconsin,2020-11-18,2925.0
Wisconsin,2020-11-17,2867.0
Wisconsin,2020-11-16,2764.0
Wisconsin,2020-11-15,2751.0
Wisconsin,2020-11-14,2739.0
Wisconsin,2020-11-13,2683.0
Wisconsin,2020-11-12,2621.0
Wisconsin,2020-11-11,2554.0
Wisconsin,2020-11-10,2482.0
Wisconsin,2020-11-09,2410.0
Wisconsin,2020-11-08,2392.0
Wisconsin,2020-11-07,2381.0
Wisconsin,2020-11-06,2333.0
Wisconsin,2020-11-05,2269.0
Wisconsin,2020-11-04,2229.0
Wisconsin,2020-11-03,2171.0
Wisconsin,2020-11-02,2113.0
Wisconsin,2020-11-01,2110.0
Wisconsin,2020-10-31,2092.0
Wisconsin,2020-10-30,2029.0
Wisconsin,2020-10-29,2003.0
Wisconsin,2020-10-28,1943.0
Wisconsin,2020-10-27,1895.0
Wisconsin,2020-10-26,1824.0
Wisconsin,2020-10-25,1813.0
Wisconsin,2020-10-24,1803.0
Wisconsin,2020-10-23,1774.0
Wisconsin,2020-10-22,1725.0
Wisconsin,2020-10-21,1702.0
Wisconsin,2020-10-20,1652.0
Wisconsin,2020-10-19,1617.0
Wisconsin,2020-10-18,1588.0
Wisconsin,2020-10-17,1588.0
Wisconsin,2020-10-16,1588.0
Wisconsin,2020-10-15,1565.0
Wisconsin,2020-10-14,1547.0
Wisconsin,2020-10-13,1518.0
Wisconsin,2020-10-12,1484.0
Wisconsin,2020-10-11,1475.0
Wisconsin,2020-10-10,1468.0
Wisconsin,2020-10-09,1451.0
Wisconsin,2020-10-08,1435.0
Wisconsin,2020-10-07,1426.0
Wisconsin,2020-10-06,1410.0
Wisconsin,2020-10-05,1392.0
Wisconsin,2020-10-04,1388.0
Wisconsin,2020-10-03,1383.0
Wisconsin,2020-10-02,1363.0
Wisconsin,2020-10-01,1358.0
Wisconsin,2020-09-30,1337.0
Wisconsin,2020-09-29,1310.0
Wisconsin,2020-09-28,1293.0
Wisconsin,2020-09-27,1291.0
Wisconsin,2020-09-26,1291.0
Wisconsin,2020-09-25,1284.0
Wisconsin,2020-09-24,1275.0
Wisconsin,2020-09-23,1268.0
Wisconsin,2020-09-22,1259.0
Wisconsin,2020-09-21,1252.0
Wisconsin,2020-09-20,1250.0
Wisconsin,2020-09-19,1249.0
Wisconsin,2020-09-18,1246.0
Wisconsin,2020-09-17,1239.0
Wisconsin,2020-09-16,1237.0
Wisconsin,2020-09-15,1229.0
Wisconsin,2020-09-14,1218.0
Wisconsin,2020-09-13,1218.0
Wisconsin,2020-09-12,1217.0
Wisconsin,2020-09-11,1205.0
Wisconsin,2020-09-10,1201.0
Wisconsin,2020-09-09,1191.0
Wisconsin,2020-09-08,1176.0
Wisconsin,2020-09-07,1176.0
Wisconsin,2020-09-06,1176.0
Wisconsin,2020-09-05,1176.0
Wisconsin,2020-09-04,1161.0
Wisconsin,2020-09-03,1154.0
Wisconsin,2020-09-02,1150.0
Wisconsin,2020-09-01,1139.0
Wisconsin,2020-08-31,1130.0
Wisconsin,2020-08-30,1130.0
Wisconsin,2020-08-29,1127.0
Wisconsin,2020-08-28,1121.0
Wisconsin,2020-08-27,1119.0
Wisconsin,2020-08-26,1108.0
Wisconsin,2020-08-25,1102.0
Wisconsin,2020-08-24,1089.0
Wisconsin,2020-08-23,1089.0
Wisconsin,2020-08-22,1089.0
Wisconsin,2020-08-21,1075.0
Wisconsin,2020-08-20,1074.0
Wisconsin,2020-08-19,1067.0
Wisconsin,2020-08-18,1059.0
Wisconsin,2020-08-17,1046.0
Wisconsin,2020-08-16,1046.0
Wisconsin,2020-08-15,1045.0
Wisconsin,2020-08-14,1032.0
Wisconsin,2020-08-13,1025.0
Wisconsin,2020-08-12,1018.0
Wisconsin,2020-08-11,1013.0
Wisconsin,2020-08-10,1005.0
Wisconsin,2020-08-09,1005.0
Wisconsin,2020-08-08,1003.0
Wisconsin,2020-08-07,997.0
Wisconsin,2020-08-06,985.0
Wisconsin,2020-08-05,977.0
Wisconsin,2020-08-04,968.0
Wisconsin,2020-08-03,956.0
Wisconsin,2020-08-02,955.0
Wisconsin,2020-08-01,954.0
Wisconsin,2020-07-31,941.0
Wisconsin,2020-07-30,926.0
Wisconsin,2020-07-29,918.0
Wisconsin,2020-07-28,913.0
Wisconsin,2020-07-27,900.0
Wisconsin,2020-07-26,899.0
Wisconsin,2020-07-25,898.0
Wisconsin,2020-07-24,885.0
Wisconsin,2020-07-23,885.0
Wisconsin,2020-07-22,872.0
Wisconsin,2020-07-21,866.0
Wisconsin,2020-07-20,853.0
Wisconsin,2020-07-19,851.0
Wisconsin,2020-07-18,850.0
Wisconsin,2020-07-17,840.0
Wisconsin,2020-07-16,838.0
Wisconsin,2020-07-15,834.0
Wisconsin,2020-07-14,833.0
Wisconsin,2020-07-13,827.0
Wisconsin,2020-07-12,827.0
Wisconsin,2020-07-11,828.0
Wisconsin,2020-07-10,821.0
Wisconsin,2020-07-09,816.0
Wisconsin,2020-07-08,814.0
Wisconsin,2020-07-07,812.0
Wisconsin,2020-07-06,803.0
Wisconsin,2020-07-05,803.0
Wisconsin,2020-07-04,803.0
Wisconsin,2020-07-03,803.0
Wisconsin,2020-07-02,800.0
Wisconsin,2020-07-01,793.0
Wisconsin,2020-06-30,784.0
Wisconsin,2020-06-29,784.0
Wisconsin,2020-06-28,777.0
Wisconsin,2020-06-27,777.0
Wisconsin,2020-06-26,766.0
Wisconsin,2020-06-25,766.0
Wisconsin,2020-06-24,757.0
Wisconsin,2020-06-23,750.0
Wisconsin,2020-06-22,745.0
Wisconsin,2020-06-21,744.0
Wisconsin,2020-06-20,744.0
Wisconsin,2020-06-19,730.0
Wisconsin,2020-06-18,719.0
Wisconsin,2020-06-17,712.0
Wisconsin,2020-06-16,703.0
Wisconsin,2020-06-15,694.0
Wisconsin,2020-06-14,692.0
Wisconsin,2020-06-13,691.0
Wisconsin,2020-06-12,689.0
Wisconsin,2020-06-11,682.0
Wisconsin,2020-06-10,671.0
Wisconsin,2020-06-09,661.0
Wisconsin,2020-06-08,646.0
Wisconsin,2020-06-07,647.0
Wisconsin,2020-06-06,645.0
Wisconsin,2020-06-05,633.0
Wisconsin,2020-06-04,626.0
Wisconsin,2020-06-03,616.0
Wisconsin,2020-06-02,607.0
Wisconsin,2020-06-01,595.0
Wisconsin,2020-05-31,592.0
Wisconsin,2020-05-30,588.0
Wisconsin,2020-05-29,568.0
Wisconsin,2020-05-28,550.0
Wisconsin,2020-05-27,539.0
Wisconsin,2020-05-26,517.0
Wisconsin,2020-05-25,514.0
Wisconsin,2020-05-24,510.0
Wisconsin,2020-05-23,507.0
Wisconsin,2020-05-22,496.0
Wisconsin,2020-05-21,487.0
Wisconsin,2020-05-20,481.0
Wisconsin,2020-05-19,467.0
Wisconsin,2020-05-18,459.0
Wisconsin,2020-05-17,453.0
Wisconsin,2020-05-16,453.0
Wisconsin,2020-05-15,445.0
Wisconsin,2020-05-14,434.0
Wisconsin,2020-05-13,421.0
Wisconsin,2020-05-12,418.0
Wisconsin,2020-05-11,409.0
Wisconsin,2020-05-10,400.0
Wisconsin,2020-05-09,398.0
Wisconsin,2020-05-08,384.0
Wisconsin,2020-05-07,374.0
Wisconsin,2020-05-06,362.0
Wisconsin,2020-05-05,353.0
Wisconsin,2020-05-04,340.0
Wisconsin,2020-05-03,339.0
Wisconsin,2020-05-02,334.0
Wisconsin,2020-05-01,327.0
Wisconsin,2020-04-30,316.0
Wisconsin,2020-04-29,308.0
Wisconsin,2020-04-28,300.0
Wisconsin,2020-04-27,281.0
Wisconsin,2020-04-26,272.0
Wisconsin,2020-04-25,266.0
Wisconsin,2020-04-24,262.0
Wisconsin,2020-04-23,257.0
Wisconsin,2020-04-22,246.0
Wisconsin,2020-04-21,242.0
Wisconsin,2020-04-20,230.0
Wisconsin,2020-04-19,220.0
Wisconsin,2020-04-18,211.0
Wisconsin,2020-04-17,205.0
Wisconsin,2020-04-16,197.0
Wisconsin,2020-04-15,182.0
Wisconsin,2020-04-14,170.0
Wisconsin,2020-04-13,154.0
Wisconsin,2020-04-12,144.0
Wisconsin,2020-04-11,137.0
Wisconsin,2020-04-10,128.0
Wisconsin,2020-04-09,111.0
Wisconsin,2020-04-08,99.0
Wisconsin,2020-04-07,92.0
Wisconsin,2020-04-06,77.0
Wisconsin,2020-04-05,68.0
Wisconsin,2020-04-04,56.0
Wisconsin,2020-04-03,37.0
Wisconsin,2020-04-02,31.0
Wisconsin,2020-04-01,24.0
Wisconsin,2020-03-31,16.0
Wisconsin,2020-03-30,14.0
Wisconsin,2020-03-29,13.0
Wisconsin,2020-03-28,13.0
Wisconsin,2020-03-27,13.0
Wisconsin,2020-03-26,8.0
Wisconsin,2020-03-25,7.0
Wisconsin,2020-03-24,5.0
Wisconsin,2020-03-23,5.0
Wisconsin,2020-03-22,4.0
Wisconsin,2020-03-21,4.0
Wisconsin,2020-03-20,3.0
West Virginia,2021-03-07,2325.0
West Virginia,2021-03-06,2323.0
West Virginia,2021-03-05,2318.0
West Virginia,2021-03-04,2309.0
West Virginia,2021-03-03,2309.0
West Virginia,2021-03-02,2301.0
West Virginia,2021-03-01,2300.0
West Virginia,2021-02-28,2300.0
West Virginia,2021-02-27,2297.0
West Virginia,2021-02-26,2291.0
West Virginia,2021-02-25,2290.0
West Virginia,2021-02-24,2285.0
West Virginia,2021-02-23,2274.0
West Virginia,2021-02-22,2263.0
West Virginia,2021-02-21,2261.0
West Virginia,2021-02-20,2254.0
West Virginia,2021-02-19,2248.0
West Virginia,2021-02-18,2236.0
West Virginia,2021-02-17,2225.0
West Virginia,2021-02-16,2216.0
West Virginia,2021-02-15,2212.0
West Virginia,2021-02-14,2210.0
West Virginia,2021-02-13,2201.0
West Virginia,2021-02-12,2200.0
West Virginia,2021-02-11,2187.0
West Virginia,2021-02-10,2175.0
West Virginia,2021-02-09,2150.0
West Virginia,2021-02-08,2131.0
West Virginia,2021-02-07,2129.0
West Virginia,2021-02-06,2119.0
West Virginia,2021-02-05,2100.0
West Virginia,2021-02-04,2080.0
West Virginia,2021-02-03,2058.0
West Virginia,2021-02-02,2031.0
West Virginia,2021-02-01,2028.0
West Virginia,2021-01-31,2024.0
West Virginia,2021-01-30,2015.0
West Virginia,2021-01-29,2006.0
West Virginia,2021-01-28,1983.0
West Virginia,2021-01-27,1953.0
West Virginia,2021-01-26,1928.0
West Virginia,2021-01-25,1899.0
West Virginia,2021-01-24,1895.0
West Virginia,2021-01-23,1872.0
West Virginia,2021-01-22,1856.0
West Virginia,2021-01-21,1849.0
West Virginia,2021-01-20,1836.0
West Virginia,2021-01-19,1815.0
West Virginia,2021-01-18,1784.0
West Virginia,2021-01-17,1776.0
West Virginia,2021-01-16,1761.0
West Virginia,2021-01-15,1733.0
West Virginia,2021-01-14,1702.0
West Virginia,2021-01-13,1671.0
West Virginia,2021-01-12,1634.0
West Virginia,2021-01-11,1594.0
West Virginia,2021-01-10,1582.0
West Virginia,2021-01-09,1570.0
West Virginia,2021-01-08,1554.0
West Virginia,2021-01-07,1518.0
West Virginia,2021-01-06,1481.0
West Virginia,2021-01-05,1442.0
West Virginia,2021-01-04,1396.0
West Virginia,2021-01-03,1376.0
West Virginia,2021-01-02,1373.0
West Virginia,2021-01-01,1361.0
West Virginia,2020-12-31,1338.0
West Virginia,2020-12-30,1318.0
West Virginia,2020-12-29,1284.0
West Virginia,2020-12-28,1263.0
West Virginia,2020-12-27,1254.0
West Virginia,2020-12-26,1253.0
West Virginia,2020-12-25,1247.0
West Virginia,2020-12-24,1228.0
West Virginia,2020-12-23,1194.0
West Virginia,2020-12-22,1171.0
West Virginia,2020-12-21,1129.0
West Virginia,2020-12-20,1128.0
West Virginia,2020-12-19,1122.0
West Virginia,2020-12-18,1091.0
West Virginia,2020-12-17,1071.0
West Virginia,2020-12-16,1039.0
West Virginia,2020-12-15,1012.0
West Virginia,2020-12-14,978.0
West Virginia,2020-12-13,968.0
