State,Date,Total_Prisoner_Cases,Total_Prisoner_Deaths
North Dakota,2020-12-01,484.0,0.0
North Dakota,2020-11-25,475.0,0.0
North Dakota,2020-11-17,318.0,0.0
North Dakota,2020-11-12,271.0,0.0
North Dakota,2020-11-03,137.0,0.0
North Dakota,2020-10-27,102.0,0.0
North Dakota,2020-10-20,79.0,0.0
North Dakota,2020-10-14,29.0,0.0
North Dakota,2020-10-07,24.0,0.0
North Dakota,2020-09-30,24.0,0.0
North Dakota,2020-09-23,24.0,0.0
North Dakota,2020-09-16,24.0,0.0
North Dakota,2020-09-08,12.0,0.0
North Dakota,2020-09-01,11.0,0.0
North Dakota,2020-08-25,11.0,0.0
North Dakota,2020-08-18,11.0,0.0
North Dakota,2020-08-11,11.0,0.0
North Dakota,2020-08-04,10.0,0.0
North Dakota,2020-07-28,8.0,0.0
North Dakota,2020-07-21,7.0,0.0
North Dakota,2020-07-14,7.0,0.0
North Dakota,2020-07-07,7.0,0.0
North Dakota,2020-06-30,7.0,0.0
North Dakota,2020-06-23,6.0,0.0
North Dakota,2020-06-16,5.0,0.0
North Dakota,2020-06-09,5.0,0.0
North Dakota,2020-06-02,5.0,0.0
North Dakota,2020-05-26,4.0,0.0
North Dakota,2020-05-20,4.0,0.0
North Dakota,2020-05-13,0.0,0.0
North Dakota,2020-05-01,0.0,0.0
North Dakota,2020-04-27,0.0,0.0
North Dakota,2020-04-22,0.0,0.0
North Dakota,2020-04-15,0.0,0.0
North Dakota,2020-04-07,0.0,0.0
North Dakota,2020-04-01,0.0,0.0
North Dakota,2020-03-26,0.0,0.0
North Carolina,2021-03-16,9898.0,52.0
North Carolina,2021-03-09,9833.0,50.0
North Carolina,2021-03-02,9743.0,47.0
North Carolina,2021-02-23,9512.0,47.0
North Carolina,2021-02-16,9455.0,46.0
North Carolina,2021-02-09,9265.0,44.0
North Carolina,2021-02-02,9109.0,42.0
North Carolina,2021-01-26,8703.0,42.0
North Carolina,2021-01-20,8360.0,40.0
North Carolina,2021-01-12,8132.0,39.0
North Carolina,2021-01-05,7670.0,36.0
North Carolina,2020-12-29,7420.0,32.0
North Carolina,2020-12-22,7035.0,29.0
North Carolina,2020-12-16,6687.0,29.0
North Carolina,2020-12-08,6059.0,28.0
North Carolina,2020-12-02,5724.0,24.0
North Carolina,2020-11-24,5322.0,24.0
North Carolina,2020-11-17,4909.0,22.0
North Carolina,2020-11-12,4555.0,22.0
North Carolina,2020-11-03,4330.0,20.0
North Carolina,2020-10-27,4110.0,18.0
North Carolina,2020-10-20,3798.0,18.0
North Carolina,2020-10-13,3394.0,17.0
North Carolina,2020-10-06,3271.0,16.0
North Carolina,2020-09-29,2875.0,14.0
North Carolina,2020-09-22,2579.0,12.0
North Carolina,2020-09-15,2389.0,11.0
North Carolina,2020-09-08,2205.0,11.0
North Carolina,2020-09-01,1978.0,10.0
North Carolina,2020-08-25,1819.0,10.0
North Carolina,2020-08-18,1650.0,10.0
North Carolina,2020-08-11,1504.0,10.0
North Carolina,2020-08-04,1456.0,8.0
North Carolina,2020-07-28,1407.0,8.0
North Carolina,2020-07-22,1086.0,5.0
North Carolina,2020-07-14,1052.0,5.0
North Carolina,2020-07-07,887.0,5.0
North Carolina,2020-06-30,799.0,5.0
North Carolina,2020-06-23,775.0,5.0
North Carolina,2020-06-17,714.0,5.0
North Carolina,2020-06-09,691.0,5.0
North Carolina,2020-06-02,683.0,5.0
North Carolina,2020-05-27,650.0,5.0
North Carolina,2020-05-20,644.0,5.0
North Carolina,2020-05-13,644.0,5.0
North Carolina,2020-05-06,627.0,4.0
North Carolina,2020-04-29,596.0,2.0
North Carolina,2020-04-22,507.0,1.0
North Carolina,2020-04-15,46.0,0.0
North Carolina,2020-04-08,12.0,0.0
North Carolina,2020-04-01,1.0,0.0
North Carolina,2020-03-26,0.0,0.0
New York,2021-03-18,6170.0,34.0
New York,2021-03-10,6054.0,34.0
New York,2021-03-02,5942.0,33.0
New York,2021-02-23,5815.0,33.0
New York,2021-02-16,5686.0,32.0
New York,2021-02-10,5527.0,31.0
New York,2021-02-02,5163.0,31.0
New York,2021-01-26,4808.0,30.0
New York,2021-01-20,4502.0,29.0
New York,2021-01-12,3804.0,28.0
New York,2021-01-05,3337.0,24.0
New York,2020-12-29,2945.0,21.0
New York,2020-12-22,2479.0,20.0
New York,2020-12-15,2156.0,18.0
New York,2020-12-10,1959.0,18.0
New York,2020-12-02,1826.0,18.0
New York,2020-11-24,1737.0,18.0
New York,2020-11-17,1709.0,18.0
New York,2020-11-10,1644.0,18.0
New York,2020-11-03,1590.0,18.0
New York,2020-10-27,1566.0,18.0
New York,2020-10-20,977.0,18.0
New York,2020-10-13,867.0,17.0
New York,2020-10-06,791.0,17.0
New York,2020-09-29,775.0,17.0
New York,2020-09-22,773.0,17.0
New York,2020-09-15,755.0,17.0
New York,2020-09-08,755.0,17.0
New York,2020-09-01,755.0,17.0
New York,2020-08-25,755.0,17.0
New York,2020-08-18,755.0,17.0
New York,2020-08-11,755.0,17.0
New York,2020-08-04,604.0,17.0
New York,2020-07-28,604.0,17.0
New York,2020-07-23,601.0,16.0
New York,2020-07-10,545.0,16.0
New York,2020-07-07,541.0,16.0
New York,2020-06-30,519.0,16.0
New York,2020-06-23,517.0,16.0
New York,2020-06-16,517.0,16.0
New York,2020-06-09,512.0,16.0
New York,2020-06-02,511.0,16.0
New York,2020-05-27,493.0,16.0
New York,2020-05-20,471.0,16.0
New York,2020-05-13,443.0,16.0
New York,2020-05-06,415.0,15.0
New York,2020-04-29,370.0,10.0
New York,2020-04-22,239.0,6.0
New York,2020-04-15,160.0,5.0
New York,2020-04-08,62.0,2.0
New York,2020-04-01,20.0,1.0
New York,2020-03-26,3.0,0.0
New Mexico,2021-03-16,2957.0,28.0
New Mexico,2021-03-09,2869.0,28.0
New Mexico,2021-03-02,2869.0,28.0
New Mexico,2021-02-23,2661.0,28.0
New Mexico,2021-02-16,2581.0,28.0
New Mexico,2021-02-09,2581.0,28.0
New Mexico,2021-02-02,2549.0,26.0
New Mexico,2021-01-26,2489.0,26.0
New Mexico,2021-01-19,2441.0,26.0
New Mexico,2021-01-12,2367.0,25.0
New Mexico,2021-01-05,2294.0,24.0
New Mexico,2020-12-28,2229.0,23.0
New Mexico,2020-12-22,2209.0,21.0
New Mexico,2020-12-15,2009.0,14.0
New Mexico,2020-12-08,1786.0,14.0
New Mexico,2020-12-01,1592.0,11.0
New Mexico,2020-11-24,1479.0,11.0
New Mexico,2020-11-17,1266.0,8.0
New Mexico,2020-11-10,1120.0,5.0
New Mexico,2020-11-03,808.0,4.0
New Mexico,2020-10-27,735.0,4.0
New Mexico,2020-10-20,671.0,4.0
New Mexico,2020-10-13,567.0,4.0
New Mexico,2020-10-06,567.0,4.0
New Mexico,2020-09-29,563.0,4.0
New Mexico,2020-09-22,549.0,4.0
New Mexico,2020-09-15,525.0,4.0
New Mexico,2020-09-08,512.0,4.0
New Mexico,2020-09-01,512.0,4.0
New Mexico,2020-08-25,509.0,4.0
New Mexico,2020-08-18,508.0,4.0
New Mexico,2020-08-11,505.0,4.0
New Mexico,2020-08-04,505.0,4.0
New Mexico,2020-07-28,500.0,4.0
New Mexico,2020-07-22,485.0,4.0
New Mexico,2020-07-14,467.0,4.0
New Mexico,2020-07-07,461.0,3.0
New Mexico,2020-07-01,450.0,3.0
New Mexico,2020-06-24,418.0,3.0
New Mexico,2020-06-17,320.0,2.0
New Mexico,2020-06-10,243.0,2.0
New Mexico,2020-06-02,164.0,1.0
New Mexico,2020-05-28,43.0,0.0
New Mexico,2020-05-20,22.0,0.0
New Mexico,2020-05-13,0.0,0.0
New Mexico,2020-05-06,0.0,0.0
New Mexico,2020-04-30,0.0,0.0
New Mexico,2020-04-22,0.0,0.0
New Mexico,2020-04-20,0.0,0.0
New Mexico,2020-04-08,0.0,0.0
New Mexico,2020-04-01,0.0,0.0
New Mexico,2020-03-26,0.0,0.0
New Jersey,2021-03-16,4684.0,53.0
New Jersey,2021-03-09,4684.0,53.0
New Jersey,2021-03-02,4556.0,53.0
New Jersey,2021-02-23,4345.0,53.0
New Jersey,2021-02-16,4345.0,53.0
New Jersey,2021-02-09,4283.0,52.0
New Jersey,2021-02-02,4283.0,52.0
New Jersey,2021-01-26,4283.0,52.0
New Jersey,2021-01-19,3956.0,52.0
New Jersey,2021-01-12,3620.0,52.0
New Jersey,2021-01-05,3620.0,52.0
New Jersey,2020-12-29,3620.0,52.0
New Jersey,2020-12-22,3557.0,52.0
New Jersey,2020-12-15,3557.0,52.0
New Jersey,2020-12-08,3393.0,52.0
New Jersey,2020-12-01,3310.0,52.0
New Jersey,2020-11-24,3144.0,52.0
New Jersey,2020-11-17,3144.0,52.0
New Jersey,2020-11-10,3114.0,52.0
New Jersey,2020-11-03,3052.0,52.0
New Jersey,2020-10-26,3052.0,52.0
New Jersey,2020-10-20,3050.0,52.0
New Jersey,2020-10-13,3030.0,52.0
New Jersey,2020-10-06,3030.0,52.0
New Jersey,2020-09-29,3023.0,49.0
New Jersey,2020-09-22,3020.0,49.0
New Jersey,2020-09-14,3010.0,49.0
New Jersey,2020-09-08,3009.0,49.0
New Jersey,2020-09-01,3008.0,49.0
New Jersey,2020-08-25,3008.0,49.0
New Jersey,2020-08-18,3119.0,49.0
New Jersey,2020-08-11,3023.0,49.0
New Jersey,2020-08-04,2960.0,49.0
New Jersey,2020-07-28,2892.0,49.0
New Jersey,2020-07-21,2892.0,49.0
New Jersey,2020-07-14,2892.0,49.0
New Jersey,2020-07-09,2869.0,46.0
New Jersey,2020-06-30,2821.0,46.0
New Jersey,2020-06-25,2756.0,46.0
New Jersey,2020-06-16,2655.0,46.0
New Jersey,2020-06-09,2451.0,46.0
New Jersey,2020-06-02,2062.0,46.0
New Jersey,2020-05-27,1592.0,43.0
New Jersey,2020-05-20,830.0,43.0
New Jersey,2020-05-13,538.0,42.0
New Jersey,2020-05-06,215.0,38.0
New Jersey,2020-04-29,153.0,29.0
New Jersey,2020-04-22,101.0,16.0
New Jersey,2020-04-15,50.0,5.0
New Jersey,2020-04-01,0.0,0.0
New Jersey,2020-03-26,0.0,0.0
New Hampshire,2021-03-16,452.0,3.0
New Hampshire,2021-03-09,450.0,3.0
New Hampshire,2021-03-02,450.0,2.0
New Hampshire,2021-02-24,448.0,2.0
New Hampshire,2021-02-16,447.0,2.0
New Hampshire,2021-02-09,446.0,2.0
New Hampshire,2021-02-02,443.0,2.0
New Hampshire,2021-01-26,430.0,2.0
New Hampshire,2021-01-19,417.0,2.0
New Hampshire,2021-01-12,407.0,2.0
New Hampshire,2021-01-05,373.0,1.0
New Hampshire,2020-12-29,334.0,0.0
New Hampshire,2020-12-22,274.0,0.0
New Hampshire,2020-12-15,171.0,0.0
New Hampshire,2020-12-01,13.0,0.0
New Hampshire,2020-11-24,7.0,0.0
New Hampshire,2020-11-17,1.0,0.0
New Hampshire,2020-11-10,1.0,0.0
New Hampshire,2020-11-03,1.0,0.0
New Hampshire,2020-10-27,1.0,0.0
New Hampshire,2020-10-20,1.0,0.0
New Hampshire,2020-10-06,1.0,0.0
New Hampshire,2020-09-30,1.0,0.0
New Hampshire,2020-09-22,1.0,0.0
New Hampshire,2020-09-15,1.0,0.0
New Hampshire,2020-09-08,1.0,0.0
New Hampshire,2020-09-01,1.0,0.0
New Hampshire,2020-08-25,1.0,0.0
New Hampshire,2020-08-18,1.0,0.0
New Hampshire,2020-08-11,1.0,0.0
New Hampshire,2020-08-04,1.0,0.0
New Hampshire,2020-07-28,1.0,0.0
New Hampshire,2020-07-21,1.0,0.0
New Hampshire,2020-07-10,1.0,0.0
New Hampshire,2020-07-07,1.0,0.0
New Hampshire,2020-07-01,1.0,0.0
New Hampshire,2020-06-23,1.0,0.0
New Hampshire,2020-06-16,1.0,0.0
New Hampshire,2020-06-09,1.0,0.0
New Hampshire,2020-06-02,1.0,0.0
New Hampshire,2020-05-27,1.0,0.0
New Hampshire,2020-05-20,0.0,0.0
New Hampshire,2020-05-13,0.0,0.0
New Hampshire,2020-05-06,0.0,0.0
New Hampshire,2020-04-29,0.0,0.0
New Hampshire,2020-04-22,0.0,0.0
New Hampshire,2020-04-15,0.0,0.0
New Hampshire,2020-04-08,0.0,0.0
New Hampshire,2020-04-01,0.0,0.0
New Hampshire,2020-03-26,0.0,0.0
Nevada,2021-03-16,4513.0,53.0
Nevada,2021-03-09,4510.0,53.0
Nevada,2021-03-02,4510.0,53.0
Nevada,2021-02-23,4497.0,53.0
Nevada,2021-01-19,3720.0,45.0
Nevada,2021-01-12,2612.0,39.0
Nevada,2021-01-05,2612.0,10.0
Nevada,2020-12-22,2466.0,10.0
Nevada,2020-12-15,2218.0,8.0
Nevada,2020-12-08,1131.0,6.0
Nevada,2020-12-01,1044.0,2.0
Nevada,2020-11-24,674.0,0.0
Nevada,2020-11-17,577.0,0.0
Nevada,2020-11-10,170.0,0.0
Nevada,2020-11-03,42.0,0.0
Nevada,2020-10-27,41.0,0.0
Nevada,2020-10-20,41.0,0.0
Nevada,2020-10-13,39.0,0.0
Nevada,2020-10-06,39.0,0.0
Nevada,2020-09-29,37.0,0.0
Nevada,2020-09-22,35.0,0.0
Nevada,2020-09-15,35.0,0.0
Nevada,2020-09-08,34.0,0.0
Nevada,2020-09-01,32.0,0.0
Nevada,2020-08-25,28.0,0.0
Nevada,2020-08-18,27.0,0.0
Nevada,2020-08-11,25.0,0.0
Nevada,2020-07-28,22.0,0.0
Nevada,2020-07-21,19.0,0.0
Nevada,2020-07-15,18.0,0.0
Nevada,2020-07-07,16.0,0.0
Nevada,2020-06-30,15.0,0.0
Nevada,2020-06-23,9.0,0.0
Nevada,2020-06-16,8.0,0.0
Nevada,2020-06-09,7.0,0.0
Nevada,2020-06-02,5.0,0.0
Nevada,2020-05-28,5.0,0.0
Nevada,2020-05-20,1.0,0.0
Nevada,2020-05-13,0.0,0.0
Nevada,2020-05-06,0.0,0.0
Nevada,2020-04-29,0.0,0.0
Nevada,2020-04-22,0.0,0.0
Nevada,2020-04-16,0.0,0.0
Nevada,2020-04-08,0.0,0.0
Nevada,2020-04-01,0.0,0.0
Nevada,2020-03-26,0.0,0.0
Nebraska,2021-03-19,982.0,6.0
Nebraska,2021-03-05,971.0,6.0
Nebraska,2021-02-22,967.0,6.0
Nebraska,2021-02-12,959.0,6.0
Nebraska,2021-02-05,956.0,6.0
Nebraska,2021-01-22,932.0,6.0
Nebraska,2021-01-15,890.0,6.0
Nebraska,2021-01-04,876.0,6.0
Nebraska,2020-12-28,873.0,6.0
Nebraska,2020-12-18,855.0,6.0
Nebraska,2020-12-11,786.0,6.0
Nebraska,2020-12-04,743.0,5.0
Nebraska,2020-11-27,677.0,4.0
Nebraska,2020-11-20,577.0,3.0
Nebraska,2020-11-13,429.0,3.0
Nebraska,2020-11-01,283.0,2.0
Nebraska,2020-10-23,260.0,2.0
Nebraska,2020-10-09,242.0,1.0
Nebraska,2020-10-02,231.0,1.0
Nebraska,2020-09-25,210.0,1.0
Nebraska,2020-09-18,196.0,1.0
Nebraska,2020-08-28,11.0,0.0
Nebraska,2020-08-21,10.0,0.0
Nebraska,2020-08-14,10.0,0.0
Nebraska,2020-08-07,10.0,0.0
Nebraska,2020-07-31,10.0,0.0
Nebraska,2020-07-24,8.0,0.0
Nebraska,2020-07-17,8.0,0.0
Nebraska,2020-07-10,8.0,0.0
Nebraska,2020-07-03,8.0,0.0
Nebraska,2020-06-23,8.0,0.0
Nebraska,2020-06-16,7.0,0.0
Nebraska,2020-05-20,7.0,0.0
Nebraska,2020-05-13,1.0,0.0
Nebraska,2020-05-06,0.0,0.0
Nebraska,2020-04-28,0.0,0.0
Nebraska,2020-04-20,0.0,0.0
Nebraska,2020-04-16,0.0,0.0
Nebraska,2020-04-09,0.0,0.0
Montana,2021-03-18,1129.0,6.0
Montana,2021-03-10,1129.0,6.0
Montana,2021-02-22,1129.0,6.0
Montana,2021-02-17,1129.0,6.0
Montana,2021-02-08,1129.0,6.0
Montana,2021-02-03,1128.0,6.0
Montana,2021-01-26,1127.0,6.0
Montana,2021-01-11,1124.0,6.0
Montana,2021-01-05,1124.0,6.0
Montana,2020-12-30,1124.0,6.0
Montana,2020-12-14,1113.0,6.0
Montana,2020-12-08,1053.0,4.0
Montana,2020-11-30,1011.0,4.0
Montana,2020-11-23,969.0,4.0
Montana,2020-11-16,880.0,2.0
Montana,2020-11-10,865.0,2.0
Montana,2020-11-02,763.0,0.0
Montana,2020-10-26,661.0,0.0
Montana,2020-10-19,458.0,0.0
Montana,2020-10-13,343.0,0.0
Montana,2020-10-02,156.0,0.0
Montana,2020-09-25,132.0,0.0
Montana,2020-09-18,112.0,0.0
Montana,2020-09-11,79.0,0.0
Montana,2020-09-03,22.0,0.0
Montana,2020-08-27,17.0,0.0
Montana,2020-07-29,13.0,0.0
Montana,2020-07-21,13.0,0.0
Montana,2020-07-07,3.0,0.0
Montana,2020-06-30,3.0,0.0
Montana,2020-06-23,3.0,0.0
Montana,2020-06-09,2.0,0.0
Montana,2020-06-02,2.0,0.0
Montana,2020-05-27,2.0,0.0
Montana,2020-05-20,2.0,0.0
Montana,2020-05-13,2.0,0.0
Montana,2020-05-06,2.0,0.0
Montana,2020-04-29,2.0,0.0
Montana,2020-04-22,2.0,0.0
Montana,2020-04-15,2.0,0.0
Montana,2020-04-08,1.0,0.0
Missouri,2021-03-16,5563.0,48.0
Missouri,2021-03-09,5551.0,45.0
Missouri,2021-03-02,5529.0,45.0
Missouri,2021-02-23,5517.0,45.0
Missouri,2021-02-17,5494.0,42.0
Missouri,2021-02-09,5456.0,42.0
Missouri,2021-02-02,5411.0,42.0
Missouri,2021-01-27,5377.0,42.0
Missouri,2021-01-20,5330.0,42.0
Missouri,2021-01-12,5277.0,42.0
Missouri,2021-01-05,5204.0,41.0
Missouri,2020-12-29,5158.0,40.0
Missouri,2020-12-22,5049.0,39.0
Missouri,2020-12-15,4946.0,37.0
Missouri,2020-12-09,4951.0,37.0
Missouri,2020-12-01,4660.0,33.0
Missouri,2020-11-24,4614.0,27.0
Missouri,2020-11-12,4226.0,22.0
Missouri,2020-11-03,3803.0,10.0
Missouri,2020-10-27,3277.0,5.0
Missouri,2020-10-20,3048.0,4.0
Missouri,2020-10-13,2643.0,2.0
Missouri,2020-10-05,2387.0,2.0
Missouri,2020-09-29,2044.0,1.0
Missouri,2020-09-22,1795.0,1.0
Missouri,2020-09-15,1526.0,1.0
Missouri,2020-09-08,1040.0,1.0
Missouri,2020-09-01,950.0,1.0
Missouri,2020-08-25,919.0,1.0
Missouri,2020-08-18,761.0,1.0
Missouri,2020-08-11,686.0,1.0
Missouri,2020-08-04,573.0,1.0
Missouri,2020-07-28,521.0,1.0
Missouri,2020-07-21,396.0,1.0
Missouri,2020-07-14,246.0,1.0
Missouri,2020-07-07,193.0,1.0
Missouri,2020-06-30,159.0,1.0
Missouri,2020-06-23,100.0,1.0
Missouri,2020-06-16,58.0,1.0
Missouri,2020-06-09,50.0,1.0
Missouri,2020-06-02,48.0,1.0
Missouri,2020-05-27,45.0,1.0
Missouri,2020-05-20,44.0,1.0
Missouri,2020-05-13,44.0,1.0
Missouri,2020-05-06,32.0,1.0
Missouri,2020-04-29,30.0,1.0
Missouri,2020-04-22,4.0,1.0
Missouri,2020-04-15,1.0,1.0
Missouri,2020-04-08,1.0,1.0
Missouri,2020-04-01,1.0,0.0
Missouri,2020-03-26,1.0,0.0
Mississippi,2021-03-09,1393.0,23.0
Mississippi,2021-03-02,1393.0,23.0
Mississippi,2021-02-11,1392.0,23.0
Mississippi,2021-02-03,1390.0,23.0
Mississippi,2021-01-27,1389.0,22.0
Mississippi,2020-12-28,1321.0,10.0
Mississippi,2020-07-07,80.0,1.0
Mississippi,2020-06-23,60.0,1.0
Mississippi,2020-06-16,35.0,1.0
Mississippi,2020-06-09,33.0,1.0
Mississippi,2020-06-02,30.0,1.0
Mississippi,2020-05-27,28.0,1.0
Mississippi,2020-05-20,20.0,1.0
Mississippi,2020-05-13,10.0,1.0
Mississippi,2020-05-05,4.0,1.0
Mississippi,2020-04-27,4.0,1.0
Mississippi,2020-04-17,4.0,1.0
Mississippi,2020-04-13,1.0,1.0
Mississippi,2020-04-06,0.0,0.0
Mississippi,2020-03-26,0.0,0.0
Minnesota,2021-03-16,3958.0,12.0
Minnesota,2021-03-10,3941.0,11.0
Minnesota,2021-03-02,3898.0,11.0
Minnesota,2021-02-23,3885.0,11.0
Minnesota,2021-02-16,3883.0,11.0
Minnesota,2021-02-09,3879.0,11.0
Minnesota,2021-02-03,3871.0,11.0
Minnesota,2021-01-26,3864.0,11.0
Minnesota,2021-01-19,3831.0,11.0
Minnesota,2021-01-12,3804.0,11.0
Minnesota,2021-01-05,3749.0,9.0
Minnesota,2020-12-29,3621.0,9.0
Minnesota,2020-12-22,3538.0,9.0
Minnesota,2020-12-15,3436.0,8.0
Minnesota,2020-12-08,3292.0,6.0
Minnesota,2020-12-01,3069.0,5.0
Minnesota,2020-11-24,2926.0,4.0
Minnesota,2020-11-17,2744.0,3.0
Minnesota,2020-11-09,2138.0,3.0
Minnesota,2020-11-03,1902.0,2.0
Minnesota,2020-10-27,1232.0,2.0
Minnesota,2020-10-20,886.0,2.0
Minnesota,2020-10-13,733.0,2.0
Minnesota,2020-10-05,605.0,2.0
Minnesota,2020-09-29,567.0,2.0
Minnesota,2020-09-22,555.0,2.0
Minnesota,2020-09-15,532.0,2.0
Minnesota,2020-09-08,526.0,2.0
Minnesota,2020-09-01,522.0,2.0
Minnesota,2020-08-25,522.0,2.0
Minnesota,2020-08-18,522.0,2.0
Minnesota,2020-08-11,517.0,2.0
Minnesota,2020-08-04,505.0,2.0
Minnesota,2020-07-28,461.0,2.0
Minnesota,2020-07-20,391.0,2.0
Minnesota,2020-07-14,390.0,2.0
Minnesota,2020-07-07,341.0,2.0
Minnesota,2020-06-30,341.0,2.0
Minnesota,2020-06-23,334.0,1.0
Minnesota,2020-06-16,289.0,0.0
Minnesota,2020-06-09,200.0,0.0
Minnesota,2020-06-02,125.0,0.0
Minnesota,2020-05-27,124.0,0.0
Minnesota,2020-05-20,116.0,0.0
Minnesota,2020-05-13,111.0,0.0
Minnesota,2020-05-06,83.0,0.0
Minnesota,2020-04-29,79.0,0.0
Minnesota,2020-04-22,29.0,0.0
Minnesota,2020-04-15,15.0,0.0
Minnesota,2020-04-07,9.0,0.0
Minnesota,2020-04-01,3.0,0.0
Minnesota,2020-03-26,0.0,0.0
Michigan,2021-03-16,25707.0,139.0
Michigan,2021-03-09,25428.0,138.0
Michigan,2021-03-02,25277.0,138.0
Michigan,2021-02-23,25190.0,138.0
Michigan,2021-02-16,25039.0,138.0
Michigan,2021-02-09,24707.0,136.0
Michigan,2021-02-02,24389.0,133.0
Michigan,2021-01-26,24120.0,132.0
Michigan,2021-01-19,23748.0,127.0
Michigan,2021-01-12,23335.0,123.0
Michigan,2021-01-05,22629.0,121.0
Michigan,2020-12-29,21622.0,116.0
Michigan,2020-12-22,20651.0,108.0
Michigan,2020-12-15,20006.0,99.0
Michigan,2020-12-08,17180.0,94.0
Michigan,2020-12-01,13940.0,88.0
Michigan,2020-11-24,12112.0,77.0
Michigan,2020-11-17,9763.0,75.0
Michigan,2020-11-10,8295.0,74.0
Michigan,2020-11-03,7284.0,74.0
Michigan,2020-10-27,6617.0,74.0
Michigan,2020-10-20,6207.0,74.0
Michigan,2020-10-13,5738.0,74.0
Michigan,2020-10-06,5572.0,73.0
Michigan,2020-09-29,5547.0,72.0
Michigan,2020-09-22,5526.0,72.0
Michigan,2020-09-15,5423.0,70.0
Michigan,2020-09-08,5398.0,69.0
Michigan,2020-09-01,5160.0,69.0
Michigan,2020-08-25,5093.0,69.0
Michigan,2020-08-18,4611.0,68.0
Michigan,2020-08-11,4312.0,68.0
Michigan,2020-08-04,4037.0,68.0
Michigan,2020-07-28,3877.0,68.0
Michigan,2020-07-21,3870.0,68.0
Michigan,2020-07-14,3801.0,68.0
Michigan,2020-07-07,4020.0,68.0
Michigan,2020-06-30,4015.0,68.0
Michigan,2020-06-23,3991.0,68.0
Michigan,2020-06-16,3982.0,68.0
Michigan,2020-06-09,3948.0,68.0
Michigan,2020-06-02,3918.0,68.0
Michigan,2020-05-27,3341.0,62.0
Michigan,2020-05-20,3262.0,59.0
Michigan,2020-05-13,2173.0,55.0
Michigan,2020-05-06,2073.0,47.0
Michigan,2020-04-29,1412.0,41.0
Michigan,2020-04-22,717.0,25.0
Michigan,2020-04-15,481.0,13.0
Michigan,2020-04-08,305.0,2.0
Michigan,2020-04-01,122.0,1.0
Michigan,2020-03-26,24.0,0.0
Massachusetts,2021-03-10,3013.0,20.0
Massachusetts,2021-03-03,3012.0,20.0
Massachusetts,2021-02-25,3005.0,20.0
Massachusetts,2021-02-17,2992.0,20.0
Massachusetts,2021-02-10,2977.0,19.0
Massachusetts,2021-02-03,2878.0,19.0
Massachusetts,2021-01-27,2861.0,19.0
Massachusetts,2021-01-20,2664.0,19.0
Massachusetts,2021-01-13,2599.0,17.0
Massachusetts,2021-01-06,2325.0,15.0
Massachusetts,2020-12-30,2085.0,12.0
Massachusetts,2020-12-23,1832.0,11.0
Massachusetts,2020-12-16,1642.0,11.0
Massachusetts,2020-12-09,1514.0,9.0
Massachusetts,2020-12-02,1255.0,8.0
Massachusetts,2020-11-24,1019.0,8.0
Massachusetts,2020-11-18,846.0,8.0
Massachusetts,2020-11-11,740.0,8.0
Massachusetts,2020-11-04,557.0,8.0
Massachusetts,2020-10-28,476.0,8.0
Massachusetts,2020-10-22,472.0,8.0
Massachusetts,2020-10-14,472.0,8.0
Massachusetts,2020-10-08,464.0,8.0
Massachusetts,2020-10-01,449.0,8.0
Massachusetts,2020-09-23,421.0,8.0
Massachusetts,2020-09-17,420.0,8.0
Massachusetts,2020-09-09,420.0,8.0
Massachusetts,2020-09-03,420.0,8.0
Massachusetts,2020-08-26,419.0,8.0
Massachusetts,2020-08-19,419.0,8.0
Massachusetts,2020-08-12,418.0,8.0
Massachusetts,2020-08-05,418.0,8.0
Massachusetts,2020-07-29,418.0,8.0
Massachusetts,2020-07-22,417.0,8.0
Massachusetts,2020-07-15,417.0,8.0
Massachusetts,2020-07-08,417.0,8.0
Massachusetts,2020-06-28,416.0,8.0
Massachusetts,2020-06-21,413.0,8.0
Massachusetts,2020-06-14,411.0,8.0
Massachusetts,2020-06-07,409.0,8.0
Massachusetts,2020-05-31,407.0,8.0
Massachusetts,2020-05-25,396.0,8.0
Massachusetts,2020-05-17,380.0,8.0
Massachusetts,2020-05-10,367.0,7.0
Massachusetts,2020-05-03,266.0,7.0
Massachusetts,2020-04-26,183.0,7.0
Massachusetts,2020-04-19,117.0,7.0
Massachusetts,2020-04-15,89.0,4.0
Massachusetts,2020-04-08,45.0,3.0
Massachusetts,2020-04-01,19.0,0.0
Massachusetts,2020-03-26,9.0,0.0
Maryland,2021-03-16,4244.0,24.0
Maryland,2021-03-01,4196.0,24.0
Maryland,2021-02-22,4128.0,22.0
Maryland,2021-02-15,4067.0,22.0
Maryland,2021-02-08,3997.0,22.0
Maryland,2021-02-01,3916.0,21.0
Maryland,2021-01-25,3842.0,20.0
Maryland,2021-01-19,3625.0,19.0
Maryland,2021-01-11,3422.0,19.0
Maryland,2021-01-04,3259.0,18.0
Maryland,2020-12-28,3090.0,18.0
Maryland,2020-12-21,2666.0,16.0
Maryland,2020-12-14,2342.0,16.0
Maryland,2020-12-07,2173.0,14.0
Maryland,2020-11-30,1673.0,13.0
Maryland,2020-11-23,1468.0,13.0
Maryland,2020-11-16,1199.0,13.0
Maryland,2020-11-09,1039.0,13.0
Maryland,2020-11-02,1026.0,11.0
Maryland,2020-10-27,1001.0,11.0
