State,Date,Total_Prisoner_Cases,Total_Prisoner_Deaths
Maryland,2020-10-20,993.0,11.0
Maryland,2020-10-13,967.0,11.0
Maryland,2020-10-06,923.0,11.0
Maryland,2020-09-28,874.0,11.0
Maryland,2020-09-21,800.0,10.0
Maryland,2020-09-14,767.0,10.0
Maryland,2020-09-08,715.0,9.0
Maryland,2020-08-31,708.0,8.0
Maryland,2020-08-24,695.0,8.0
Maryland,2020-08-17,683.0,8.0
Maryland,2020-08-07,664.0,8.0
Maryland,2020-08-03,659.0,8.0
Maryland,2020-07-27,641.0,8.0
Maryland,2020-07-20,637.0,8.0
Maryland,2020-07-13,628.0,8.0
Maryland,2020-07-06,620.0,8.0
Maryland,2020-06-30,581.0,8.0
Maryland,2020-06-22,433.0,8.0
Maryland,2020-06-15,359.0,8.0
Maryland,2020-06-08,234.0,8.0
Maryland,2020-06-02,186.0,8.0
Maryland,2020-05-25,145.0,6.0
Maryland,2020-05-18,102.0,5.0
Maryland,2020-05-11,77.0,4.0
Maryland,2020-05-04,61.0,2.0
Maryland,2020-04-29,52.0,2.0
Maryland,2020-04-22,45.0,1.0
Maryland,2020-04-13,18.0,1.0
Maryland,2020-04-09,10.0,0.0
Maryland,2020-04-03,3.0,0.0
Maryland,2020-03-26,0.0,0.0
Maine,2021-03-16,164.0,1.0
Maine,2021-03-02,157.0,1.0
Maine,2021-02-23,157.0,1.0
Maine,2021-02-16,157.0,1.0
Maine,2021-02-09,157.0,1.0
Maine,2021-02-03,157.0,1.0
Maine,2021-01-26,157.0,1.0
Maine,2021-01-19,157.0,1.0
Maine,2021-01-12,157.0,1.0
Maine,2021-01-05,156.0,1.0
Maine,2020-12-29,156.0,1.0
Maine,2020-12-22,156.0,0.0
Maine,2020-12-15,151.0,0.0
Maine,2020-12-08,150.0,0.0
Maine,2020-12-01,150.0,0.0
Maine,2020-11-17,150.0,0.0
Maine,2020-11-10,125.0,0.0
Maine,2020-10-27,4.0,0.0
Maine,2020-10-20,4.0,0.0
Maine,2020-10-13,4.0,0.0
Maine,2020-10-06,4.0,0.0
Maine,2020-09-29,4.0,0.0
Maine,2020-09-22,4.0,0.0
Maine,2020-09-15,4.0,0.0
Maine,2020-09-08,4.0,0.0
Maine,2020-09-01,4.0,0.0
Maine,2020-08-25,4.0,0.0
Maine,2020-08-18,4.0,0.0
Maine,2020-08-11,4.0,0.0
Maine,2020-08-03,4.0,0.0
Maine,2020-07-28,4.0,0.0
Maine,2020-07-21,4.0,0.0
Maine,2020-07-14,4.0,0.0
Maine,2020-07-07,4.0,0.0
Maine,2020-07-01,4.0,0.0
Maine,2020-06-23,4.0,0.0
Maine,2020-06-16,4.0,0.0
Maine,2020-06-09,4.0,0.0
Maine,2020-06-02,4.0,0.0
Maine,2020-05-27,4.0,0.0
Maine,2020-05-20,1.0,0.0
Maine,2020-05-13,0.0,0.0
Maine,2020-05-06,0.0,0.0
Maine,2020-04-29,0.0,0.0
Maine,2020-04-22,0.0,0.0
Maine,2020-04-15,0.0,0.0
Maine,2020-04-08,0.0,0.0
Maine,2020-04-01,0.0,0.0
Maine,2020-03-26,0.0,0.0
Louisiana,2021-03-09,3179.0,37.0
Louisiana,2021-03-02,3169.0,36.0
Louisiana,2021-02-23,3106.0,36.0
Louisiana,2021-02-16,3100.0,35.0
Louisiana,2021-02-09,2855.0,35.0
Louisiana,2021-02-02,2846.0,35.0
Louisiana,2021-01-26,2819.0,33.0
Louisiana,2021-01-19,2792.0,33.0
Louisiana,2021-01-12,2765.0,31.0
Louisiana,2021-01-05,2695.0,31.0
Louisiana,2020-12-29,2685.0,31.0
Louisiana,2020-12-22,2631.0,31.0
Louisiana,2020-12-15,2608.0,31.0
Louisiana,2020-12-08,2592.0,31.0
Louisiana,2020-12-01,2575.0,31.0
Louisiana,2020-11-24,2504.0,31.0
Louisiana,2020-11-17,2428.0,30.0
Louisiana,2020-11-10,2416.0,30.0
Louisiana,2020-11-03,2413.0,30.0
Louisiana,2020-10-27,2410.0,30.0
Louisiana,2020-10-20,2405.0,29.0
Louisiana,2020-10-13,2399.0,29.0
Louisiana,2020-10-06,2394.0,29.0
Louisiana,2020-09-29,2361.0,29.0
Louisiana,2020-09-22,2299.0,27.0
Louisiana,2020-09-15,2085.0,26.0
Louisiana,2020-09-08,1910.0,24.0
Louisiana,2020-09-01,1479.0,22.0
Louisiana,2020-08-25,1225.0,19.0
Louisiana,2020-08-18,1006.0,19.0
Louisiana,2020-08-11,930.0,18.0
Louisiana,2020-08-04,907.0,17.0
Louisiana,2020-07-28,833.0,17.0
Louisiana,2020-07-21,713.0,16.0
Louisiana,2020-07-14,663.0,16.0
Louisiana,2020-07-07,641.0,16.0
Louisiana,2020-06-30,627.0,16.0
Louisiana,2020-06-23,624.0,15.0
Louisiana,2020-06-16,616.0,15.0
Louisiana,2020-06-09,606.0,15.0
Louisiana,2020-06-02,556.0,14.0
Louisiana,2020-05-27,511.0,14.0
Louisiana,2020-05-20,438.0,11.0
Louisiana,2020-05-13,374.0,10.0
Louisiana,2020-05-06,338.0,4.0
Louisiana,2020-04-29,273.0,3.0
Louisiana,2020-04-22,120.0,2.0
Louisiana,2020-04-15,65.0,0.0
Louisiana,2020-04-08,33.0,0.0
Louisiana,2020-04-01,14.0,0.0
Louisiana,2020-03-26,0.0,0.0
Kentucky,2021-03-16,7806.0,46.0
Kentucky,2021-03-09,7361.0,45.0
Kentucky,2021-03-02,7159.0,44.0
Kentucky,2021-02-23,6943.0,44.0
Kentucky,2021-02-16,6907.0,44.0
Kentucky,2021-02-09,6902.0,44.0
Kentucky,2021-02-02,6884.0,43.0
Kentucky,2021-01-26,6729.0,42.0
Kentucky,2021-01-19,6596.0,39.0
Kentucky,2021-01-12,5296.0,39.0
Kentucky,2021-01-05,4396.0,37.0
Kentucky,2020-12-28,4138.0,34.0
Kentucky,2020-12-22,3873.0,34.0
Kentucky,2020-12-15,3123.0,28.0
Kentucky,2020-12-08,2895.0,24.0
Kentucky,2020-12-01,2706.0,17.0
Kentucky,2020-11-24,2486.0,15.0
Kentucky,2020-11-18,2056.0,13.0
Kentucky,2020-11-10,1524.0,13.0
Kentucky,2020-11-03,1250.0,13.0
Kentucky,2020-10-27,1164.0,13.0
Kentucky,2020-10-20,938.0,13.0
Kentucky,2020-10-13,902.0,13.0
Kentucky,2020-10-06,900.0,13.0
Kentucky,2020-09-29,900.0,13.0
Kentucky,2020-09-22,900.0,13.0
Kentucky,2020-09-15,896.0,13.0
Kentucky,2020-09-08,888.0,13.0
Kentucky,2020-09-01,877.0,13.0
Kentucky,2020-08-25,877.0,12.0
Kentucky,2020-08-18,863.0,12.0
Kentucky,2020-08-11,851.0,11.0
Kentucky,2020-08-04,838.0,10.0
Kentucky,2020-07-28,807.0,8.0
Kentucky,2020-07-20,770.0,6.0
Kentucky,2020-07-14,624.0,4.0
Kentucky,2020-07-07,528.0,2.0
Kentucky,2020-06-29,432.0,2.0
Kentucky,2020-06-23,430.0,2.0
Kentucky,2020-06-16,409.0,2.0
Kentucky,2020-06-09,367.0,2.0
Kentucky,2020-06-02,363.0,2.0
Kentucky,2020-05-27,359.0,2.0
Kentucky,2020-05-20,358.0,2.0
Kentucky,2020-05-13,357.0,2.0
Kentucky,2020-05-06,340.0,2.0
Kentucky,2020-04-29,47.0,2.0
Kentucky,2020-04-22,19.0,1.0
Kentucky,2020-04-15,18.0,0.0
Kentucky,2020-04-09,9.0,0.0
Kansas,2021-03-15,6097.0,16.0
Kansas,2021-03-08,6097.0,15.0
Kansas,2021-03-01,6094.0,15.0
Kansas,2021-02-22,6085.0,14.0
Kansas,2021-02-15,6027.0,14.0
Kansas,2021-02-08,5928.0,14.0
Kansas,2021-02-04,5903.0,14.0
Kansas,2021-01-28,5761.0,14.0
Kansas,2021-01-21,5420.0,13.0
Kansas,2021-01-11,5361.0,13.0
Kansas,2021-01-07,5301.0,13.0
Kansas,2020-12-28,5183.0,12.0
Kansas,2020-12-14,5156.0,11.0
Kansas,2020-12-10,5111.0,11.0
Kansas,2020-12-03,4960.0,11.0
Kansas,2020-11-23,4665.0,11.0
Kansas,2020-11-18,4539.0,11.0
Kansas,2020-11-12,4406.0,9.0
Kansas,2020-11-04,3653.0,9.0
Kansas,2020-10-29,3605.0,7.0
Kansas,2020-10-20,2828.0,5.0
Kansas,2020-10-07,2486.0,5.0
Kansas,2020-10-02,2411.0,5.0
Kansas,2020-09-23,2087.0,5.0
Kansas,2020-09-16,1939.0,5.0
Kansas,2020-09-09,1750.0,4.0
Kansas,2020-09-03,1571.0,4.0
Kansas,2020-08-26,1408.0,4.0
Kansas,2020-08-19,1151.0,4.0
Kansas,2020-08-12,1029.0,4.0
Kansas,2020-08-05,928.0,4.0
Kansas,2020-07-29,925.0,4.0
Kansas,2020-07-22,911.0,4.0
Kansas,2020-07-15,910.0,4.0
Kansas,2020-07-10,910.0,4.0
Kansas,2020-07-01,910.0,4.0
Kansas,2020-06-23,901.0,4.0
Kansas,2020-06-15,894.0,4.0
Kansas,2020-06-08,891.0,4.0
Kansas,2020-06-02,879.0,4.0
Kansas,2020-05-27,865.0,4.0
Kansas,2020-05-20,865.0,4.0
Kansas,2020-05-13,790.0,3.0
Kansas,2020-05-06,615.0,3.0
Kansas,2020-04-29,81.0,2.0
Kansas,2020-04-22,52.0,0.0
Kansas,2020-04-15,21.0,0.0
Kansas,2020-04-09,12.0,0.0
Kansas,2020-04-01,0.0,0.0
Kansas,2020-03-26,0.0,0.0
Iowa,2021-03-16,4824.0,19.0
Iowa,2021-03-09,4818.0,19.0
Iowa,2021-03-02,4786.0,19.0
Iowa,2021-02-23,4605.0,19.0
Iowa,2021-02-17,4560.0,18.0
Iowa,2021-02-09,4483.0,18.0
Iowa,2021-02-02,4470.0,17.0
Iowa,2021-01-26,4427.0,14.0
Iowa,2021-01-19,4332.0,14.0
Iowa,2021-01-12,4240.0,14.0
Iowa,2021-01-05,4091.0,13.0
Iowa,2020-12-29,3957.0,13.0
Iowa,2020-12-22,3794.0,13.0
Iowa,2020-12-15,3732.0,12.0
Iowa,2020-12-08,3666.0,11.0
Iowa,2020-12-01,3374.0,10.0
Iowa,2020-11-24,3199.0,10.0
Iowa,2020-11-17,2985.0,7.0
Iowa,2020-11-10,2426.0,5.0
Iowa,2020-11-03,1394.0,4.0
Iowa,2020-10-27,1256.0,4.0
Iowa,2020-10-20,1238.0,4.0
Iowa,2020-10-13,1215.0,4.0
Iowa,2020-10-06,1163.0,4.0
Iowa,2020-09-29,1083.0,4.0
Iowa,2020-09-22,1012.0,4.0
Iowa,2020-09-15,837.0,4.0
Iowa,2020-09-08,819.0,4.0
Iowa,2020-09-01,658.0,3.0
Iowa,2020-08-25,524.0,3.0
Iowa,2020-08-18,439.0,3.0
Iowa,2020-08-11,397.0,3.0
Iowa,2020-08-04,378.0,3.0
Iowa,2020-07-28,375.0,3.0
Iowa,2020-07-21,334.0,1.0
Iowa,2020-07-14,225.0,1.0
Iowa,2020-07-07,96.0,1.0
Iowa,2020-06-29,35.0,0.0
Iowa,2020-06-23,34.0,0.0
Iowa,2020-06-16,30.0,0.0
Iowa,2020-06-09,30.0,0.0
Iowa,2020-06-02,24.0,0.0
Iowa,2020-05-27,23.0,0.0
Iowa,2020-05-20,23.0,0.0
Iowa,2020-05-13,21.0,0.0
Iowa,2020-05-06,21.0,0.0
Iowa,2020-04-29,15.0,0.0
Iowa,2020-04-22,12.0,0.0
Iowa,2020-04-15,0.0,0.0
Iowa,2020-04-08,0.0,0.0
Iowa,2020-04-01,0.0,0.0
Iowa,2020-03-26,0.0,0.0
Indiana,2021-03-17,3467.0,51.0
Indiana,2021-03-12,3456.0,51.0
Indiana,2021-03-02,3436.0,51.0
Indiana,2021-02-23,3435.0,51.0
Indiana,2021-02-16,3424.0,50.0
Indiana,2021-02-09,3289.0,49.0
Indiana,2021-02-02,3267.0,49.0
Indiana,2021-01-26,3234.0,49.0
Indiana,2021-01-19,3123.0,49.0
Indiana,2021-01-12,3092.0,48.0
Indiana,2021-01-05,3038.0,46.0
Indiana,2020-12-29,2968.0,45.0
Indiana,2020-12-22,2915.0,44.0
Indiana,2020-12-15,2790.0,40.0
Indiana,2020-12-08,2604.0,40.0
Indiana,2020-12-01,2291.0,37.0
Indiana,2020-11-24,2039.0,35.0
Indiana,2020-11-17,1859.0,33.0
Indiana,2020-11-10,1726.0,30.0
Indiana,2020-11-04,1597.0,28.0
Indiana,2020-10-27,1443.0,28.0
Indiana,2020-10-20,1385.0,27.0
Indiana,2020-10-13,1320.0,27.0
Indiana,2020-10-06,1289.0,27.0
Indiana,2020-09-29,1210.0,26.0
Indiana,2020-09-22,1158.0,24.0
Indiana,2020-09-15,1124.0,24.0
Indiana,2020-09-08,1018.0,21.0
Indiana,2020-09-01,992.0,21.0
Indiana,2020-08-25,962.0,20.0
Indiana,2020-08-18,921.0,20.0
Indiana,2020-08-11,800.0,20.0
Indiana,2020-08-04,719.0,20.0
Indiana,2020-07-28,706.0,20.0
Indiana,2020-07-21,703.0,20.0
Indiana,2020-07-14,702.0,20.0
Indiana,2020-07-07,700.0,20.0
Indiana,2020-06-30,698.0,20.0
Indiana,2020-06-23,681.0,20.0
Indiana,2020-06-16,673.0,19.0
Indiana,2020-06-09,666.0,19.0
Indiana,2020-06-02,658.0,19.0
Indiana,2020-05-27,656.0,18.0
Indiana,2020-05-20,631.0,17.0
Indiana,2020-05-13,579.0,16.0
Indiana,2020-05-06,496.0,13.0
Indiana,2020-04-29,334.0,7.0
Indiana,2020-04-22,238.0,3.0
Indiana,2020-04-15,34.0,1.0
Indiana,2020-04-08,10.0,0.0
Indiana,2020-04-01,5.0,0.0
Indiana,2020-03-26,0.0,0.0
Illinois,2021-03-16,10797.0,87.0
Illinois,2021-03-09,10771.0,87.0
Illinois,2021-02-23,10651.0,87.0
Illinois,2021-02-16,10532.0,87.0
Illinois,2021-02-09,10471.0,86.0
Illinois,2021-02-02,10361.0,85.0
Illinois,2021-01-26,10197.0,84.0
Illinois,2021-01-19,9973.0,80.0
Illinois,2021-01-05,8828.0,70.0
Illinois,2020-12-29,7552.0,65.0
Illinois,2020-12-22,6921.0,50.0
Illinois,2020-12-08,5219.0,50.0
Illinois,2020-12-01,4530.0,45.0
Illinois,2020-11-24,3960.0,41.0
Illinois,2020-11-17,3347.0,36.0
Illinois,2020-11-10,3008.0,34.0
Illinois,2020-11-04,2598.0,31.0
Illinois,2020-10-27,2300.0,29.0
Illinois,2020-10-20,2110.0,27.0
Illinois,2020-10-13,1989.0,25.0
Illinois,2020-09-29,1783.0,22.0
Illinois,2020-09-22,1615.0,17.0
Illinois,2020-09-15,1356.0,14.0
Illinois,2020-09-08,1240.0,14.0
Illinois,2020-09-01,912.0,14.0
Illinois,2020-08-18,662.0,14.0
Illinois,2020-08-11,532.0,13.0
Illinois,2020-08-04,373.0,13.0
Illinois,2020-07-28,360.0,13.0
Illinois,2020-07-21,343.0,13.0
Illinois,2020-07-14,337.0,13.0
Illinois,2020-07-07,337.0,13.0
Illinois,2020-06-30,322.0,13.0
Illinois,2020-06-23,274.0,13.0
Illinois,2020-06-16,263.0,13.0
Illinois,2020-06-09,231.0,13.0
Illinois,2020-06-02,221.0,13.0
Illinois,2020-05-28,215.0,13.0
Illinois,2020-05-20,204.0,12.0
Illinois,2020-05-14,192.0,12.0
Illinois,2020-05-06,176.0,12.0
Illinois,2020-04-29,155.0,10.0
Illinois,2020-04-22,148.0,10.0
Illinois,2020-04-16,146.0,8.0
Illinois,2020-04-08,112.0,2.0
Illinois,2020-04-01,52.0,1.0
Illinois,2020-03-25,3.0,0.0
Idaho,2021-03-16,4116.0,6.0
Idaho,2021-03-09,4111.0,6.0
Idaho,2021-03-02,4093.0,6.0
Idaho,2021-02-23,4085.0,6.0
Idaho,2021-02-16,4071.0,6.0
Idaho,2021-02-09,4042.0,6.0
Idaho,2021-02-02,3996.0,6.0
Idaho,2021-01-26,3966.0,6.0
Idaho,2021-01-19,3909.0,6.0
Idaho,2021-01-12,3836.0,6.0
Idaho,2021-01-05,3775.0,6.0
Idaho,2020-12-29,3605.0,6.0
Idaho,2020-12-22,3582.0,6.0
Idaho,2020-12-15,3408.0,6.0
Idaho,2020-12-08,2934.0,6.0
Idaho,2020-12-01,2633.0,5.0
Idaho,2020-11-24,2633.0,5.0
Idaho,2020-11-17,2284.0,5.0
Idaho,2020-11-10,2249.0,4.0
Idaho,2020-11-03,2169.0,3.0
Idaho,2020-10-27,2154.0,3.0
Idaho,2020-10-20,1994.0,3.0
Idaho,2020-10-13,1991.0,2.0
Idaho,2020-10-06,1899.0,2.0
Idaho,2020-09-29,1757.0,2.0
Idaho,2020-09-24,1696.0,2.0
Idaho,2020-09-15,1604.0,2.0
Idaho,2020-09-08,1407.0,2.0
Idaho,2020-09-01,1274.0,2.0
Idaho,2020-08-25,1214.0,1.0
Idaho,2020-08-18,1136.0,1.0
Idaho,2020-08-11,1062.0,1.0
Idaho,2020-08-04,925.0,1.0
Idaho,2020-07-28,772.0,0.0
Idaho,2020-07-21,763.0,0.0
Idaho,2020-07-14,694.0,0.0
Idaho,2020-07-07,131.0,0.0
Idaho,2020-06-30,9.0,0.0
Idaho,2020-06-23,0.0,0.0
Idaho,2020-06-16,0.0,0.0
Idaho,2020-06-09,0.0,0.0
Idaho,2020-06-02,0.0,0.0
Idaho,2020-05-27,0.0,0.0
Idaho,2020-05-20,0.0,0.0
Idaho,2020-05-13,0.0,0.0
Idaho,2020-05-05,0.0,0.0
Idaho,2020-04-29,0.0,0.0
Idaho,2020-04-21,0.0,0.0
Idaho,2020-04-15,0.0,0.0
Idaho,2020-04-08,0.0,0.0
Idaho,2020-04-01,0.0,0.0
Idaho,2020-03-26,0.0,0.0
Hawaii,2021-03-16,1959.0,9.0
Hawaii,2021-03-09,1957.0,9.0
Hawaii,2021-03-02,1929.0,9.0
Hawaii,2021-02-23,1905.0,9.0
Hawaii,2021-02-16,1894.0,8.0
Hawaii,2021-02-09,1882.0,8.0
Hawaii,2021-02-03,1875.0,3.0
Hawaii,2021-01-26,1872.0,2.0
Hawaii,2021-01-19,1871.0,2.0
Hawaii,2021-01-12,1870.0,2.0
Hawaii,2021-01-05,1816.0,1.0
Hawaii,2020-12-29,1710.0,1.0
Hawaii,2020-12-22,1632.0,1.0
Hawaii,2020-12-15,1467.0,1.0
Hawaii,2020-12-08,1296.0,1.0
Hawaii,2020-12-01,1248.0,1.0
Hawaii,2020-11-24,1226.0,1.0
Hawaii,2020-11-17,953.0,0.0
Hawaii,2020-11-10,878.0,0.0
Hawaii,2020-11-04,803.0,0.0
Hawaii,2020-10-27,475.0,0.0
Hawaii,2020-10-20,430.0,0.0
Hawaii,2020-10-13,408.0,0.0
Hawaii,2020-10-06,397.0,0.0
Hawaii,2020-09-29,350.0,0.0
Hawaii,2020-09-22,320.0,0.0
Hawaii,2020-09-15,310.0,0.0
Hawaii,2020-09-08,300.0,0.0
Hawaii,2020-09-01,299.0,0.0
Hawaii,2020-08-25,243.0,0.0
Hawaii,2020-08-19,232.0,0.0
Hawaii,2020-08-11,9.0,0.0
Hawaii,2020-08-04,0.0,0.0
Hawaii,2020-07-28,0.0,0.0
Hawaii,2020-07-21,0.0,0.0
Hawaii,2020-07-14,0.0,0.0
Hawaii,2020-07-07,0.0,0.0
Hawaii,2020-06-30,0.0,0.0
Hawaii,2020-06-23,0.0,0.0
Hawaii,2020-06-16,0.0,0.0
Hawaii,2020-06-09,0.0,0.0
Hawaii,2020-06-02,0.0,0.0
Hawaii,2020-05-27,0.0,0.0
Hawaii,2020-05-20,0.0,0.0
Hawaii,2020-05-13,0.0,0.0
Hawaii,2020-05-06,0.0,0.0
Hawaii,2020-04-29,0.0,0.0
Hawaii,2020-04-22,0.0,0.0
Hawaii,2020-04-15,0.0,0.0
Hawaii,2020-04-08,0.0,0.0
Hawaii,2020-04-01,0.0,0.0
Hawaii,2020-03-26,0.0,0.0
Georgia,2021-03-16,3657.0,93.0
Georgia,2021-03-09,3626.0,92.0
Georgia,2021-03-02,3609.0,92.0
Georgia,2021-02-23,3546.0,89.0
Georgia,2021-02-16,3469.0,88.0
Georgia,2021-02-09,3424.0,88.0
Georgia,2021-02-03,3366.0,88.0
Georgia,2021-01-27,3314.0,88.0
Georgia,2021-01-19,3056.0,88.0
Georgia,2021-01-12,2893.0,87.0
Georgia,2021-01-05,2785.0,85.0
Georgia,2020-12-29,2649.0,85.0
Georgia,2020-12-22,2549.0,83.0
Georgia,2020-12-15,2488.0,83.0
Georgia,2020-12-08,2406.0,82.0
Georgia,2020-12-01,2352.0,82.0
Georgia,2020-11-24,2276.0,81.0
Georgia,2020-11-17,2182.0,80.0
Georgia,2020-11-10,2095.0,79.0
Georgia,2020-11-03,2063.0,78.0
Georgia,2020-10-27,2044.0,78.0
Georgia,2020-10-20,1966.0,74.0
Georgia,2020-10-13,1947.0,71.0
Georgia,2020-10-06,1917.0,69.0
Georgia,2020-09-29,1876.0,65.0
Georgia,2020-09-22,1851.0,61.0
Georgia,2020-09-15,1813.0,59.0
Georgia,2020-09-08,1752.0,54.0
Georgia,2020-09-01,1656.0,45.0
Georgia,2020-08-25,1436.0,41.0
Georgia,2020-08-18,1268.0,39.0
Georgia,2020-08-11,1139.0,34.0
Georgia,2020-08-04,1017.0,33.0
Georgia,2020-07-28,886.0,31.0
Georgia,2020-07-21,847.0,26.0
Georgia,2020-07-14,806.0,25.0
Georgia,2020-07-07,730.0,23.0
Georgia,2020-06-30,711.0,22.0
Georgia,2020-06-23,530.0,22.0
Georgia,2020-06-17,505.0,20.0
Georgia,2020-06-09,447.0,19.0
Georgia,2020-06-02,423.0,17.0
Georgia,2020-05-27,415.0,17.0
Georgia,2020-05-20,401.0,15.0
Georgia,2020-05-13,370.0,12.0
Georgia,2020-05-06,302.0,10.0
Georgia,2020-04-29,228.0,8.0
Georgia,2020-04-22,155.0,4.0
Georgia,2020-04-15,67.0,3.0
Georgia,2020-04-09,36.0,2.0
Georgia,2020-04-01,11.0,1.0
Georgia,2020-03-26,4.0,1.0
Florida,2021-03-17,17918.0,210.0
Florida,2021-03-10,17907.0,210.0
Florida,2021-03-03,17892.0,210.0
Florida,2021-02-24,17876.0,208.0
Florida,2021-02-17,17864.0,205.0
Florida,2021-02-10,17807.0,205.0
Florida,2021-02-03,17767.0,205.0
Florida,2021-01-19,17734.0,205.0
Florida,2021-01-13,17614.0,204.0
Florida,2021-01-06,17560.0,196.0
Florida,2020-12-30,17537.0,191.0
Florida,2020-12-23,17497.0,189.0
Florida,2020-12-16,17208.0,189.0
Florida,2020-12-09,17037.0,189.0
Florida,2020-12-02,17021.0,189.0
Florida,2020-11-25,17015.0,187.0
Florida,2020-11-18,16999.0,187.0
Florida,2020-11-10,16969.0,184.0
Florida,2020-11-04,16631.0,180.0
Florida,2020-10-28,16624.0,170.0
Florida,2020-10-21,16599.0,161.0
Florida,2020-10-14,16483.0,154.0
Florida,2020-10-07,16428.0,141.0
Florida,2020-09-30,16363.0,134.0
Florida,2020-09-23,16197.0,127.0
Florida,2020-09-16,15983.0,117.0
Florida,2020-09-09,15740.0,114.0
Florida,2020-09-02,15602.0,102.0
Florida,2020-08-26,15445.0,88.0
Florida,2020-08-19,15170.0,77.0
Florida,2020-08-11,12988.0,70.0
Florida,2020-08-04,9180.0,54.0
Florida,2020-07-28,6946.0,46.0
Florida,2020-07-21,3898.0,34.0
Florida,2020-07-14,2632.0,29.0
Florida,2020-07-07,2514.0,26.0
Florida,2020-06-30,2027.0,24.0
Florida,2020-06-23,1798.0,21.0
Florida,2020-06-16,1692.0,19.0
Florida,2020-06-09,1590.0,17.0
Florida,2020-06-02,1543.0,15.0
Florida,2020-05-27,1434.0,11.0
Florida,2020-05-20,1191.0,10.0
Florida,2020-05-13,843.0,9.0
Florida,2020-05-06,393.0,7.0
Florida,2020-04-29,202.0,5.0
Florida,2020-04-22,136.0,4.0
Florida,2020-04-15,42.0,2.0
Florida,2020-04-08,5.0,0.0
Florida,2020-04-01,0.0,0.0
Florida,2020-03-27,0.0,0.0
Federal,2021-03-02,49324.0,239.0
Federal,2021-02-23,49144.0,236.0
Federal,2021-02-16,48519.0,236.0
Federal,2021-02-09,48071.0,231.0
Federal,2021-02-02,47615.0,226.0
Federal,2021-01-26,47183.0,222.0
Federal,2021-01-19,45317.0,216.0
Federal,2021-01-15,44757.0,204.0
Federal,2021-01-05,42066.0,196.0
Federal,2020-12-29,39556.0,193.0
Federal,2020-12-22,36533.0,183.0
Federal,2020-12-15,33410.0,175.0
Federal,2020-12-08,30312.0,165.0
Federal,2020-12-01,26388.0,157.0
Federal,2020-11-24,24317.0,157.0
Federal,2020-11-17,22203.0,152.0
Federal,2020-11-10,20495.0,146.0
Federal,2020-11-03,19184.0,141.0
Federal,2020-10-27,18166.0,137.0
Federal,2020-10-20,17449.0,136.0
Federal,2020-10-13,16446.0,135.0
Federal,2020-10-06,16012.0,134.0
Federal,2020-09-29,15595.0,133.0
Federal,2020-09-22,15016.0,131.0
Federal,2020-09-15,14215.0,129.0
Federal,2020-09-08,13539.0,126.0
Federal,2020-09-01,13139.0,125.0
Federal,2020-08-25,12525.0,122.0
Federal,2020-08-18,11953.0,120.0
Federal,2020-08-11,11524.0,116.0
Federal,2020-08-04,11213.0,109.0
Federal,2020-07-28,10779.0,105.0
Federal,2020-07-21,10154.0,102.0
Federal,2020-07-14,8896.0,99.0
Federal,2020-07-07,7639.0,98.0
Federal,2020-06-30,6947.0,94.0
Federal,2020-06-23,6621.0,91.0
Federal,2020-06-16,6458.0,88.0
Federal,2020-06-09,6394.0,81.0
Federal,2020-06-02,5815.0,73.0
Federal,2020-05-27,5239.0,65.0
Federal,2020-05-20,4664.0,59.0
Federal,2020-05-13,4365.0,52.0
Federal,2020-05-06,2701.0,42.0
Federal,2020-04-29,1979.0,31.0
Federal,2020-04-22,838.0,24.0
Federal,2020-04-15,509.0,18.0
Federal,2020-04-08,275.0,8.0
Federal,2020-04-01,60.0,3.0
Federal,2020-03-26,10.0,0.0
Delaware,2021-03-02,2012.0,13.0
Delaware,2021-01-11,1899.0,12.0
Delaware,2020-12-29,1750.0,12.0
Delaware,2020-12-22,1564.0,12.0
Delaware,2020-12-01,1093.0,11.0
Delaware,2020-11-18,618.0,11.0
Delaware,2020-11-11,579.0,11.0
Delaware,2020-11-03,579.0,11.0
Delaware,2020-10-28,575.0,11.0
Delaware,2020-10-01,571.0,11.0
Delaware,2020-09-18,546.0,11.0
Delaware,2020-08-27,541.0,10.0
Delaware,2020-08-18,541.0,10.0
Delaware,2020-08-12,529.0,10.0
Delaware,2020-08-03,529.0,8.0
Delaware,2020-07-29,528.0,8.0
Delaware,2020-07-22,508.0,7.0
Delaware,2020-07-10,295.0,7.0
Delaware,2020-07-08,270.0,7.0
Delaware,2020-06-29,150.0,7.0
Delaware,2020-06-25,148.0,7.0
Delaware,2020-06-12,148.0,7.0
Delaware,2020-06-11,148.0,7.0
Delaware,2020-06-01,148.0,7.0
Delaware,2020-05-29,148.0,7.0
Delaware,2020-05-20,141.0,6.0
Delaware,2020-05-13,139.0,6.0
Delaware,2020-05-07,125.0,3.0
Delaware,2020-04-28,67.0,3.0
Delaware,2020-04-22,41.0,1.0
Delaware,2020-04-15,13.0,0.0
Delaware,2020-04-08,2.0,0.0
Delaware,2020-04-01,0.0,0.0
Delaware,2020-03-24,0.0,0.0
Connecticut,2021-03-16,4245.0,19.0
Connecticut,2021-03-09,4193.0,19.0
Connecticut,2021-03-02,4117.0,19.0
Connecticut,2021-02-23,3932.0,19.0
Connecticut,2021-02-16,3932.0,19.0
Connecticut,2021-02-02,3811.0,19.0
Connecticut,2021-01-26,3723.0,19.0
