state,date,total_population,cumulative_total_test_results,cumulative_total_test_results_per_1000,total_test_results_increase,cumulative_positive_tests,positive_tests_increase,cumulative_negative_tests,cumulative_positivity_rate,cumulative_deaths,cumulative_deaths_per_100_000,deaths_increase,last_update_et,total_test_results_increase_7_day_rolling_avg,positive_tests_increase_7_day_rolling_avg,positivity_rate_7_day_rolling_avg
New Hampshire,2021-02-13 00:00:00,1356458,1355252.0,999.1109197630889,13771,70505.0,433,565707.0,5.202353510638612,1130.0,83.31,4,2021-02-13 00:00:00,6807.0,349.14,5.13
New Hampshire,2021-02-14 00:00:00,1356458,1363148.0,1004.9319625082385,7896,70785.0,280,566119.0,5.192759700340682,1133.0,83.53,3,2021-02-14 09:00:00,6994.0,343.71,4.91
New Hampshire,2021-02-15 00:00:00,1356458,1366416.0,1007.3411782745944,3268,71017.0,232,566550.0,5.197319118043114,1135.0,83.67,2,2021-02-15 09:00:00,7394.0,359.71,4.86
New Hampshire,2021-02-16 00:00:00,1356458,1370889.0,1010.6387370637351,4473,71215.0,198,566316.0,5.194804247462778,1136.0,83.75,1,2021-02-16 09:00:00,6983.0,328.14,4.7
New Hampshire,2021-02-17 00:00:00,1356458,1377103.0,1015.2197856476204,6214,71965.0,750,567204.0,5.225825519224053,1148.0,84.63,12,2021-02-17 09:00:00,6667.29,388.29,5.82
New Hampshire,2021-02-18 00:00:00,1356458,1386911.0,1022.4503818031963,9808,72399.0,434,567795.0,5.220161928198709,1150.0,84.78,2,2021-02-18 09:00:00,6490.0,398.14,6.13
New Hampshire,2021-02-19 00:00:00,1356458,1393693.0,1027.4501680110995,6782,72767.0,368,568939.0,5.221164201872292,1152.0,84.93,2,2021-02-19 09:00:00,7458.86,385.0,5.16
New Hampshire,2021-02-20 00:00:00,1356458,1403242.0,1034.4898257078362,9549,73161.0,394,570489.0,5.213712246355226,1153.0,85.0,1,2021-02-20 09:00:00,6855.71,379.43,5.53
New Hampshire,2021-02-21 00:00:00,1356458,1410731.0,1040.0108223033812,7489,73413.0,252,571296.0,5.203897837362332,1154.0,85.07,1,2021-02-21 09:00:00,6797.57,375.43,5.52
New Hampshire,2021-02-22 00:00:00,1356458,1413885.0,1042.3359956592833,3154,73665.0,252,571476.0,5.210112562195652,1154.0,85.07,0,2021-02-22 09:00:00,6781.29,378.29,5.58
New Hampshire,2021-02-23 00:00:00,1356458,1413885.0,1042.3359956592833,0,73923.0,258,571901.0,5.2283601565898215,1155.0,85.15,1,2021-02-23 09:00:00,6142.29,386.86,6.3
New Hampshire,2021-02-24 00:00:00,1356458,1419496.0,1046.472504124713,5611,74258.0,335,573210.0,5.231293360460333,1157.0,85.3,2,2021-02-24 09:00:00,6056.14,327.57,5.41
New Hampshire,2021-02-25 00:00:00,1356458,1436668.0,1059.131945109985,17172,74568.0,310,574809.0,5.190343210818366,1163.0,85.74,6,2021-02-25 09:00:00,7108.14,309.86,4.36
New Hampshire,2021-02-26 00:00:00,1356458,1436668.0,1059.131945109985,0,74893.0,325,575460.0,5.212964999568446,1167.0,86.03,4,2021-02-26 09:00:00,6139.29,303.71,4.95
New Hampshire,2021-02-27 00:00:00,1356458,1451685.0,1070.2026896520204,15017,75166.0,273,576446.0,5.177845055917778,1170.0,86.25,3,2021-02-27 09:00:00,6920.43,286.43,4.14
New Hampshire,2021-02-28 00:00:00,1356458,1458750.0,1075.4111074578057,7065,75424.0,258,576603.0,5.170454155955442,1170.0,86.25,0,2021-02-28 09:00:00,6859.86,287.29,4.19
New Hampshire,2021-03-01 00:00:00,1356458,1461579.0,1077.4966862225,2829,75588.0,164,575922.0,5.171667080602553,1170.0,86.25,0,2021-03-01 09:00:00,6813.43,274.71,4.03
New Hampshire,2021-03-02 00:00:00,1356458,1465475.0,1080.3688724604817,3896,75803.0,215,576072.0,5.172589092273836,1170.0,86.25,0,2021-03-02 09:00:00,7370.0,268.57,3.64
New Hampshire,2021-03-03 00:00:00,1356458,1467389.0,1081.7799002991615,1914,75990.0,187,575625.0,5.178585910075651,1175.0,86.62,5,2021-03-03 09:00:00,6841.86,247.43,3.62
New Hampshire,2021-03-04 00:00:00,1356458,1474441.0,1086.9787343212986,7052,76178.0,188,577245.0,5.166568211274646,1178.0,86.84,3,2021-03-04 09:00:00,5396.14,230.0,4.26
New Hampshire,2021-03-05 00:00:00,1356458,1481488.0,1092.1738822728018,7047,76422.0,244,577690.0,5.158462302765868,1178.0,86.84,0,2021-03-05 09:00:00,6402.86,218.43,3.41
New Hampshire,2021-03-06 00:00:00,1356458,1481488.0,1092.1738822728018,0,76695.0,273,579186.0,5.1768897216852245,1181.0,87.06,3,2021-03-06 09:00:00,4257.57,218.43,5.13
New Hampshire,2021-03-07 00:00:00,1356458,1497185.0,1103.7459324210554,15697,76861.0,166,579582.0,5.1337009120449375,1184.0,87.29,3,2021-03-07 09:00:00,5490.71,205.29,3.74
New Jersey,2020-02-10 00:00:00,8908520,0.0,0.0,0,,0,,,0.0,0.0,0,,,,
New Jersey,2020-02-11 00:00:00,8908520,0.0,0.0,0,,0,,,0.0,0.0,0,,,,
New Jersey,2020-02-12 00:00:00,8908520,0.0,0.0,0,,0,,,0.0,0.0,0,,,,
New Jersey,2020-02-13 00:00:00,8908520,0.0,0.0,0,,0,,,0.0,0.0,0,,,,
New Jersey,2020-02-14 00:00:00,8908520,0.0,0.0,0,,0,,,0.0,0.0,0,,0.0,0.0,
New Jersey,2020-02-15 00:00:00,8908520,0.0,0.0,0,,0,,,0.0,0.0,0,,0.0,0.0,
New Jersey,2020-02-16 00:00:00,8908520,0.0,0.0,0,,0,,,0.0,0.0,0,,0.0,0.0,
New Jersey,2020-02-17 00:00:00,8908520,0.0,0.0,0,,0,,,0.0,0.0,0,,0.0,0.0,
New Jersey,2020-02-18 00:00:00,8908520,0.0,0.0,0,,0,,,0.0,0.0,0,,0.0,0.0,
New Jersey,2020-02-19 00:00:00,8908520,0.0,0.0,0,,0,,,0.0,0.0,0,,0.0,0.0,
New Jersey,2020-02-20 00:00:00,8908520,0.0,0.0,0,,0,,,0.0,0.0,0,,0.0,0.0,
New Jersey,2020-02-21 00:00:00,8908520,0.0,0.0,0,,0,,,0.0,0.0,0,,0.0,0.0,
New Jersey,2020-02-22 00:00:00,8908520,0.0,0.0,0,,0,,,0.0,0.0,0,,0.0,0.0,
New Jersey,2020-02-23 00:00:00,8908520,0.0,0.0,0,,0,,,0.0,0.0,0,,0.0,0.0,
New Jersey,2020-02-24 00:00:00,8908520,0.0,0.0,0,,0,,,0.0,0.0,0,,0.0,0.0,
New Jersey,2020-02-25 00:00:00,8908520,0.0,0.0,0,,0,,,0.0,0.0,0,,0.0,0.0,
New Jersey,2020-02-26 00:00:00,8908520,0.0,0.0,0,,0,,,0.0,0.0,0,,0.0,0.0,
New Jersey,2020-02-27 00:00:00,8908520,0.0,0.0,0,,0,,,0.0,0.0,0,,0.0,0.0,
New Jersey,2020-02-28 00:00:00,8908520,0.0,0.0,0,,0,,,0.0,0.0,0,,0.0,0.0,
New Jersey,2020-02-29 00:00:00,8908520,0.0,0.0,0,,0,,,0.0,0.0,0,,0.0,0.0,
New Jersey,2020-03-01 00:00:00,8908520,0.0,0.0,0,,0,,,0.0,0.0,0,,0.0,0.0,
New Jersey,2020-03-02 00:00:00,8908520,0.0,0.0,0,,0,,,0.0,0.0,0,,0.0,0.0,
New Jersey,2020-03-03 00:00:00,8908520,0.0,0.0,0,,0,,,0.0,0.0,0,,0.0,0.0,
New Jersey,2020-03-04 00:00:00,8908520,0.0,0.0,0,,0,,,0.0,0.0,0,,0.0,0.0,
New Jersey,2020-03-05 00:00:00,8908520,2.0,0.00022450418251292024,2,2.0,2,,100.0,0.0,0.0,0,,0.29,0.29,100.0
New Jersey,2020-03-06 00:00:00,8908520,4.0,0.0004490083650258405,2,4.0,2,,100.0,0.0,0.0,0,,0.57,0.57,100.0
New Jersey,2020-03-07 00:00:00,8908520,4.0,0.0004490083650258405,0,4.0,0,,100.0,0.0,0.0,0,,0.57,0.57,100.0
New Jersey,2020-03-08 00:00:00,8908520,37.0,0.004153327376489024,33,6.0,2,31.0,16.216216216216218,0.0,0.0,0,,5.29,0.86,16.22
New Jersey,2020-03-09 00:00:00,8908520,50.0,0.005612604562823005,13,15.0,9,35.0,30.0,0.0,0.0,0,,7.14,2.14,30.0
New Jersey,2020-03-10 00:00:00,8908520,60.0,0.006735125475387607,10,16.0,1,44.0,26.666666666666668,0.0,0.0,0,,8.57,2.29,26.67
New Jersey,2020-03-11 00:00:00,8908520,80.0,0.008980167300516808,20,23.0,7,57.0,28.749999999999996,1.0,0.01,1,,11.43,3.29,28.75
New Jersey,2020-03-12 00:00:00,8908520,106.0,0.011898721673184773,26,32.0,9,74.0,30.18867924528302,1.0,0.01,0,2020-03-11 12:00:00,14.86,4.29,28.85
New Jersey,2020-03-13 00:00:00,8908520,154.0,0.017286822053494855,48,57.0,25,97.0,37.01298701298701,1.0,0.01,0,2020-03-13 14:00:00,21.43,7.57,35.33
New Jersey,2020-03-14 00:00:00,8908520,175.0,0.01964411596988052,21,78.0,21,97.0,44.57142857142857,1.0,0.01,0,2020-03-13 14:00:00,24.43,10.57,43.27
New Jersey,2020-03-15 00:00:00,8908520,218.0,0.024470955893908304,43,98.0,20,120.0,44.95412844036697,2.0,0.02,1,2020-03-15 13:00:00,25.86,13.14,50.83
New Jersey,2020-03-16 00:00:00,8908520,298.0,0.033451123194425114,80,178.0,80,120.0,59.73154362416108,2.0,0.02,0,2020-03-16 15:08:00,35.43,23.29,65.73
New Jersey,2020-03-17 00:00:00,8908520,430.0,0.04826839924027785,132,267.0,89,163.0,62.093023255813954,4.0,0.04,2,2020-03-17 13:00:00,52.86,35.86,67.84
New Jersey,2020-03-18 00:00:00,8908520,619.0,0.06948404448774881,189,429.0,162,190.0,69.30533117932148,7.0,0.08,3,2020-03-17 13:00:00,77.0,58.0,75.32
New Jersey,2020-03-19 00:00:00,8908520,952.0,0.10686399087615002,333,742.0,313,210.0,77.94117647058823,13.0,0.15,6,2020-03-19 11:30:00,120.86,101.43,83.92
New Jersey,2020-03-20 00:00:00,8908520,1154.0,0.12953891330995496,202,890.0,148,264.0,77.12305025996534,16.0,0.18,3,2020-03-20 13:30:00,142.86,119.0,83.3
New Jersey,2020-03-21 00:00:00,8908520,1621.0,0.18196063992672182,467,1327.0,437,294.0,81.86304750154227,22.0,0.25,6,2020-03-21 13:00:00,206.57,178.43,86.38
New Jersey,2020-03-22 00:00:00,8908520,2241.0,0.2515569365057271,620,1914.0,587,327.0,85.40829986613119,29.0,0.33,7,2020-03-22 13:30:00,289.0,259.43,89.77
New Jersey,2020-03-23 00:00:00,8908520,3203.0,0.3595434482944417,962,2844.0,930,359.0,88.79175772713081,40.0,0.45,11,2020-03-23 14:00:00,415.0,380.86,91.77
New Jersey,2020-03-24 00:00:00,8908520,12000.0,1.3470250950775213,8797,3675.0,831,8325.0,30.625000000000004,60.0,0.67,20,2020-03-24 01:30:00,1652.86,486.86,29.46
New Jersey,2020-03-25 00:00:00,8908520,14854.0,1.6673925635234585,2854,4402.0,727,10452.0,29.63511512050626,81.0,0.91,21,2020-03-24 01:30:00,2033.57,567.57,27.91
New Jersey,2020-03-26 00:00:00,8908520,20537.0,2.305321198133921,5683,6876.0,2474,13661.0,33.48103423090033,108.0,1.21,27,2020-03-25 14:00:00,2797.86,876.29,31.32
New Jersey,2020-03-27 00:00:00,8908520,25372.0,2.8480600593589056,4835,8825.0,1949,16547.0,34.78243733249251,140.0,1.57,32,2020-03-27 13:30:00,3459.71,1133.57,32.76
New Jersey,2020-03-28 00:00:00,8908520,30510.0,3.424811304234598,5138,11124.0,2299,19386.0,36.46017699115045,191.0,2.14,51,2020-03-28 13:30:00,4127.0,1399.57,33.91
New Jersey,2020-03-29 00:00:00,8908520,35602.0,3.9963989529124926,5092,13386.0,2262,22216.0,37.59901129150048,217.0,2.44,26,2020-03-29 13:30:00,4765.86,1638.86,34.39
New Jersey,2020-03-30 00:00:00,8908520,41860.0,4.6988725399954205,6258,16636.0,3250,25224.0,39.74199713330148,266.0,2.99,49,2020-03-29 13:30:00,5522.43,1970.29,35.68
New Jersey,2020-03-31 00:00:00,8908520,45773.0,5.138114973081948,3913,18696.0,2060,27077.0,40.84503965219671,364.0,4.09,98,2020-03-31 13:00:00,4824.71,2145.86,44.48
New Jersey,2020-04-01 00:00:00,8908520,52642.0,5.909174587922573,6869,22255.0,3559,30387.0,42.276129326393374,475.0,5.33,111,2020-04-01 13:00:00,5398.29,2550.43,47.25
New Jersey,2020-04-02 00:00:00,8908520,59110.0,6.635221114169357,6468,25590.0,3335,33520.0,43.29216714599898,680.0,7.63,205,2020-04-02 13:00:00,5510.43,2673.43,48.52
New Jersey,2020-04-03 00:00:00,8908520,67503.0,7.577352916084827,8393,29895.0,4305,37608.0,44.2869205813075,816.0,9.16,136,2020-04-03 13:00:00,6018.71,3010.0,50.01
New Jersey,2020-04-04 00:00:00,8908520,75356.0,8.458868588721808,7853,34124.0,4229,41232.0,45.28371994267212,1058.0,11.88,242,2020-04-04 13:00:00,6406.57,3285.71,51.29
New Jersey,2020-04-05 00:00:00,8908520,82166.0,9.2233053301783,6810,37505.0,3381,44661.0,45.64540077404279,1184.0,13.29,126,2020-04-05 13:00:00,6652.0,3445.57,51.8
New Jersey,2020-04-06 00:00:00,8908520,89032.0,9.994028188745157,6866,41090.0,3585,47942.0,46.15194536795759,1334.0,14.97,150,2020-04-06 13:00:00,6738.86,3493.43,51.84
New Jersey,2020-04-07 00:00:00,8908520,94974.0,10.661030114991043,5942,44416.0,3326,50558.0,46.76648345863078,1631.0,18.31,297,2020-04-07 13:00:00,7028.71,3674.29,52.28
New Jersey,2020-04-08 00:00:00,8908520,100416.0,11.271905995608698,5442,47437.0,3021,52979.0,47.24047960484385,1969.0,22.1,338,2020-04-08 14:08:00,6824.86,3597.43,52.71
New Jersey,2020-04-09 00:00:00,8908520,107192.0,12.032526165962471,6776,51027.0,3590,56165.0,47.60336592283006,2236.0,25.1,267,2020-04-09 08:00:00,6868.86,3633.86,52.9
New Jersey,2020-04-10 00:00:00,8908520,113523.0,12.74319415570712,6331,54588.0,3561,58935.0,48.085410005021004,2521.0,28.3,285,2020-04-10 13:00:00,6574.29,3527.57,53.66
New Jersey,2020-04-11 00:00:00,8908520,120193.0,13.49191560438771,6670,58151.0,3563,62042.0,48.38135332340486,2844.0,31.92,323,2020-04-11 13:00:00,6405.29,3432.43,53.59
New Jersey,2020-04-12 00:00:00,8908520,126735.0,14.226268785387472,6542,61850.0,3699,64885.0,48.80261963940506,3084.0,34.62,240,2020-04-12 13:00:00,6367.0,3477.86,54.62
New Jersey,2020-04-13 00:00:00,8908520,129469.0,14.533166002882634,2734,64584.0,2734,64885.0,49.88375595702446,3248.0,36.46,164,2020-04-13 14:00:00,5776.71,3356.29,58.1
New Jersey,2020-04-14 00:00:00,8908520,139774.0,15.689923803280454,10305,68824.0,4240,70950.0,49.23948659979682,3659.0,41.07,411,2020-04-14 13:00:00,6400.0,3486.86,54.48
New Jersey,2020-04-15 00:00:00,8908520,144021.0,16.166658434846642,4247,71030.0,2206,72991.0,49.31919650606509,4068.0,45.66,409,2020-04-15 13:00:00,6229.29,3370.43,54.11
New Jersey,2020-04-16 00:00:00,8908520,151830.0,17.04323501546834,7809,75317.0,4287,76513.0,49.60613844431272,4489.0,50.39,421,2020-04-16 13:00:00,6376.86,3470.0,54.42
New Jersey,2020-04-17 00:00:00,8908520,157449.0,17.67397951623839,5619,78467.0,3150,78982.0,49.836454979072585,4853.0,54.48,364,2020-04-17 13:00:00,6275.14,3411.29,54.36
New Jersey,2020-04-18 00:00:00,8908520,162536.0,18.24500590446,5087,81420.0,2953,81116.0,50.09351774376138,5139.0,57.69,286,2020-04-18 12:49:00,6049.0,3324.14,54.95
New Jersey,2020-04-19 00:00:00,8908520,170688.0,19.160084952382665,8152,85301.0,3881,85387.0,49.974807836520434,5310.0,59.61,171,2020-04-19 13:00:00,6279.0,3350.14,53.35
New Jersey,2020-04-20 00:00:00,8908520,178057.0,19.987270612851518,7369,88806.0,3505,89251.0,49.87504001527601,5518.0,61.94,208,2020-04-20 13:00:00,6941.14,3460.29,49.85
New Jersey,2020-04-21 00:00:00,8908520,184826.0,20.747105018566497,6769,92387.0,3581,92439.0,49.985932715094194,5932.0,66.59,414,2020-04-21 13:00:00,6436.0,3366.14,52.3
New Jersey,2020-04-22 00:00:00,8908520,191659.0,21.514123558121888,6833,95865.0,3478,95794.0,50.01852248002964,6275.0,70.44,343,2020-04-22 13:00:00,6805.43,3547.86,52.13
New Jersey,2020-04-23 00:00:00,8908520,200148.0,22.46703156079798,8489,99989.0,4124,100159.0,49.95753142674421,6607.0,74.16,332,2020-04-23 13:00:00,6902.57,3524.57,51.06
New Jersey,2020-04-24 00:00:00,8908520,205962.0,23.119665219363036,5814,102196.0,2207,103766.0,49.618861731775766,6886.0,77.3,279,2020-04-24 13:00:00,6930.43,3389.86,48.91
New Jersey,2020-04-25 00:00:00,8908520,213686.0,23.986700372227936,7724,105523.0,3327,108163.0,49.38227118295068,7166.0,80.44,280,2020-04-25 13:00:00,7307.14,3443.29,47.12
New Jersey,2020-04-26 00:00:00,8908520,223144.0,25.048380651331534,9458,109038.0,3515,114106.0,48.8644104255548,7268.0,81.58,102,2020-04-26 11:00:00,7493.71,3391.0,45.25
New Jersey,2020-04-27 00:00:00,8908520,227775.0,25.5682200859402,4631,111188.0,2150,116587.0,48.814839205356165,7407.0,83.15,139,2020-04-26 11:00:00,7102.57,3197.43,45.02
New Jersey,2020-04-28 00:00:00,8908520,234359.0,26.307287854772735,6584,113856.0,2668,120503.0,48.58187652277062,7835.0,87.95,428,2020-04-28 13:00:00,7076.14,3067.0,43.34
New Jersey,2020-04-29 00:00:00,8908520,241318.0,27.08845015782644,6959,116264.0,2408,125054.0,48.1787516886432,8184.0,91.87,349,2020-04-29 13:00:00,7094.14,2914.14,41.08
New Jersey,2020-04-30 00:00:00,8908520,247918.0,27.829313960119077,6600,118652.0,2388,129266.0,47.85937285715438,8664.0,97.26,480,2020-04-30 13:00:00,6824.29,2666.14,39.07
New Jersey,2020-05-01 00:00:00,8908520,256545.0,28.79771275138856,8627,121190.0,2538,135355.0,47.23927576058781,9000.0,101.03,336,2020-05-01 13:00:00,7226.14,2713.43,37.55
New Jersey,2020-05-02 00:00:00,8908520,262326.0,29.446642090942156,5781,123731.0,2541,138595.0,47.16688395355397,9225.0,103.55,225,2020-05-02 13:00:00,6948.57,2601.14,37.43
New Jersey,2020-05-03 00:00:00,8908520,275084.0,30.878754271192072,12758,126762.0,3031,148322.0,46.08119701618415,9380.0,105.29,155,2020-05-03 13:00:00,7420.0,2532.0,34.12
New Jersey,2020-05-04 00:00:00,8908520,277239.0,31.120657527849744,2155,128288.0,1526,148951.0,46.27343194860752,9442.0,105.99,62,2020-05-04 13:00:00,7066.29,2442.86,34.57
New Jersey,2020-05-05 00:00:00,8908520,287650.0,32.28931404992075,10411,130620.0,2332,157030.0,45.409351642621246,9783.0,109.82,341,2020-05-05 13:00:00,7613.0,2394.86,31.46
New Jersey,2020-05-06 00:00:00,8908520,288958.0,32.436139785284205,1308,131928.0,1308,157030.0,45.65646218481579,10104.0,113.42,321,2020-05-06 13:00:00,6805.71,2237.71,32.88
New Jersey,2020-05-07 00:00:00,8908520,292700.0,32.85618711076587,3742,133677.0,1749,159023.0,45.67031089853092,10368.0,116.38,264,2020-05-07 13:00:00,6397.43,2146.43,33.55
New Jersey,2020-05-08 00:00:00,8908520,298809.0,33.54193513625159,6109,135504.0,1827,163305.0,45.34803168579259,10538.0,118.29,170,2020-05-08 13:00:00,6037.71,2044.86,33.87
New Jersey,2020-05-09 00:00:00,8908520,305271.0,34.267308149950836,6462,137150.0,1646,168121.0,44.92729410916858,10715.0,120.28,177,2020-05-09 13:00:00,6135.0,1917.0,31.25
New Jersey,2020-05-10 00:00:00,8908520,312522.0,35.08124806365143,7251,138607.0,1457,173915.0,44.35111768131523,10866.0,121.97,151,2020-05-10 13:00:00,5348.29,1692.14,31.64
New Jersey,2020-05-11 00:00:00,8908520,426010.0,47.82051339616457,113488,140022.0,1415,285988.0,32.868242529518085,10926.0,122.65,60,2020-05-11 13:00:00,21253.0,1676.29,7.89
New Jersey,2020-05-12 00:00:00,8908520,433152.0,48.62221783191821,7142,140835.0,813,292317.0,32.51399046985816,11138.0,125.03,212,2020-05-12 13:00:00,20786.0,1459.29,7.02
New Jersey,2020-05-13 00:00:00,8908520,441558.0,49.565808911020014,8406,141668.0,833,299890.0,32.08366737778503,11340.0,127.29,202,2020-05-13 13:00:00,21800.0,1391.43,6.38
New Jersey,2020-05-14 00:00:00,8908520,451817.0,50.71740311522004,10259,142825.0,1157,308992.0,31.611249687373427,11592.0,130.12,252,2020-05-14 13:00:00,22731.0,1306.86,5.75
New Jersey,2020-05-15 00:00:00,8908520,463111.0,51.9851782338705,11294,144044.0,1219,319067.0,31.103558326189617,11789.0,132.33,197,2020-05-15 13:00:00,23471.71,1220.0,5.2
New Jersey,2020-05-16 00:00:00,8908520,475376.0,53.36195013313098,12265,145241.0,1197,330135.0,30.552867624785435,11903.0,133.61,114,2020-05-16 13:00:00,24300.71,1155.86,4.76
New Jersey,2020-05-17 00:00:00,8908520,487723.0,54.7479267038745,12347,146492.0,1251,341231.0,30.03590152607115,12013.0,134.85,110,2020-05-17 13:00:00,25028.71,1126.43,4.5
New Jersey,2020-05-18 00:00:00,8908520,505734.0,56.7696991194946,18011,148204.0,1712,357530.0,29.30473331830567,12096.0,135.78,83,2020-05-18 13:00:00,11389.14,1168.86,10.26
New Jersey,2020-05-19 00:00:00,8908520,520361.0,58.41161045830284,14627,149192.0,988,371169.0,28.67086503408211,12248.0,137.49,152,2020-05-19 13:00:00,12458.43,1193.86,9.58
New Jersey,2020-05-20 00:00:00,8908520,531541.0,59.66658883855006,11180,150597.0,1405,380944.0,28.332151235746633,12416.0,139.37,168,2020-05-20 13:00:00,12854.71,1275.57,9.92
New Jersey,2020-05-21 00:00:00,8908520,544499.0,61.121151437051275,12958,151697.0,1100,392802.0,27.859922607755017,12518.0,140.52,102,2020-05-21 13:00:00,13240.29,1267.43,9.57
New Jersey,2020-05-22 00:00:00,8908520,555557.0,62.36243506216521,11058,152962.0,1265,402595.0,27.533088413970123,12666.0,142.18,148,2020-05-22 13:00:00,13206.57,1274.0,9.65
New Jersey,2020-05-23 00:00:00,8908520,579003.0,64.99429759376417,23446,153372.0,410,425631.0,26.488981922373462,12765.0,143.29,99,2020-05-23 13:00:00,14803.86,1161.57,7.85
New Jersey,2020-05-24 00:00:00,8908520,604080.0,67.80924328620243,25077,154427.0,1055,449653.0,25.563998145940936,12819.0,143.9,54,2020-05-24 13:00:00,16622.43,1133.57,6.82
New Jersey,2020-05-25 00:00:00,8908520,624075.0,70.05372385087534,19995,155370.0,943,468705.0,24.896046148299483,12834.0,144.06,15,2020-05-25 13:00:00,16905.86,1023.71,6.06
New Jersey,2020-05-26 00:00:00,8908520,636174.0,71.41186190298724,12099,156046.0,676,480128.0,24.528823875229104,12886.0,144.65,52,2020-05-26 13:00:00,16544.71,979.14,5.92
New Jersey,2020-05-27 00:00:00,8908520,660623.0,74.15631328211644,24449,156926.0,880,503697.0,23.75424409988753,13037.0,146.34,151,2020-05-27 13:00:00,18440.29,904.14,4.9
New Jersey,2020-05-28 00:00:00,8908520,686172.0,77.02424196162774,25549,158130.0,1204,528042.0,23.04524230076424,13104.0,147.1,67,2020-05-28 13:00:00,20239.0,919.0,4.54
New Jersey,2020-05-29 00:00:00,8908520,716747.0,80.45634965179401,30575,159180.0,1050,557567.0,22.208673353358996,13239.0,148.61,135,2020-05-29 13:00:00,23027.14,888.29,3.86
New Jersey,2020-05-30 00:00:00,8908520,745658.0,83.70166986210953,28911,159958.0,778,585700.0,21.45192568174686,13345.0,149.8,106,2020-05-30 13:00:00,23807.86,940.86,3.95
New Jersey,2020-05-31 00:00:00,8908520,746504.0,83.7966351313125,846,160804.0,846,585700.0,21.540942848263374,13412.0,150.55,67,2020-05-31 13:00:00,20346.29,911.0,4.48
New Jersey,2020-06-01 00:00:00,8908520,795960.0,89.348174556492,49456,161278.0,474,634682.0,20.262073471028692,13438.0,150.84,26,2020-06-01 13:00:00,24555.0,844.0,3.44
New Jersey,2020-06-02 00:00:00,8908520,818050.0,91.82782325234719,22090,161918.0,640,656132.0,19.793166676853495,13490.0,151.43,52,2020-06-02 13:00:00,25982.29,838.86,3.23
New Jersey,2020-06-03 00:00:00,8908520,837824.0,94.04749610485243,19774,162472.0,554,675352.0,19.392139637919183,13602.0,152.69,112,2020-06-03 13:00:00,25314.43,792.29,3.13
New Jersey,2020-06-04 00:00:00,8908520,858151.0,96.3292443638225,20327,162952.0,480,695199.0,18.988732752161333,13697.0,153.75,95,2020-06-04 13:00:00,24568.43,688.86,2.8
New Jersey,2020-06-05 00:00:00,8908520,919329.0,103.19660280271022,61178,163774.0,822,755555.0,17.814514716711862,13779.0,154.67,82,2020-06-05 13:00:00,28940.29,656.29,2.27
New Jersey,2020-06-06 00:00:00,8908520,943473.0,105.90681729400617,24144,164350.0,576,779123.0,17.419682386247406,13837.0,155.32,58,2020-06-06 13:00:00,28259.29,627.43,2.22
New Jersey,2020-06-07 00:00:00,8908520,960891.0,107.86202421951121,17418,164630.0,280,796261.0,17.133056715069657,13908.0,156.12,71,2020-06-07 13:00:00,30626.71,546.57,1.78
New Jersey,2020-06-08 00:00:00,8908520,975563.0,109.508986902426,14672,164971.0,341,810592.0,16.910337927945196,13947.0,156.56,39,2020-06-08 13:00:00,25657.57,527.57,2.06
New Jersey,2020-06-09 00:00:00,8908520,989986.0,111.12799881461792,14423,165285.0,314,824701.0,16.69569064613035,14040.0,157.6,93,2020-06-09 13:00:00,24562.29,481.0,1.96
New Jersey,2020-06-10 00:00:00,8908520,1009440.0,113.3117509979211,19454,165852.0,567,843588.0,16.430099857346647,14116.0,158.46,76,2020-06-10 13:00:00,24516.57,482.86,1.97
New Jersey,2020-06-11 00:00:00,8908520,1031315.0,115.76726549415615,21875,166338.0,486,864977.0,16.128728855878176,14183.0,159.21,67,2020-06-11 13:00:00,24737.71,483.71,1.96
New Jersey,2020-06-12 00:00:00,8908520,1055943.0,118.53180999762026,24628,166711.0,373,889232.0,15.787878701785987,14232.0,159.76,49,2020-06-12 13:00:00,19516.29,419.57,2.15
New Jersey,2020-06-13 00:00:00,8908520,1078781.0,121.09542325773529,22838,167171.0,460,911610.0,15.496287012841345,14335.0,160.91,103,2020-06-13 13:00:00,19329.71,403.0,2.08
New Jersey,2020-06-14 00:00:00,8908520,1098196.0,123.27479760947946,19415,167461.0,290,930735.0,15.248735198452735,14372.0,161.33,37,2020-06-14 13:00:00,19615.0,404.43,2.06
New Jersey,2020-06-15 00:00:00,8908520,1116671.0,125.34865499544256,18475,167691.0,230,948980.0,15.017046202507272,14424.0,161.91,52,2020-06-15 13:00:00,20158.29,388.57,1.93
New Jersey,2020-06-16 00:00:00,8908520,1132392.0,127.11337012208537,15721,168036.0,345,964356.0,14.839031006930462,14476.0,162.5,52,2020-06-16 13:00:00,20343.71,393.0,1.93
New Jersey,2020-06-17 00:00:00,8908520,1148481.0,128.91939401831056,16089,168343.0,307,980138.0,14.657882890531058,14518.0,162.97,42,2020-06-17 13:00:00,19863.0,355.86,1.79
New Jersey,2020-06-18 00:00:00,8908520,1172398.0,131.60412728489132,23917,168771.0,428,1003627.0,14.395367443479094,14550.0,163.33,32,2020-06-18 13:00:00,20154.71,347.57,1.72
