state,date,total_population,cumulative_total_test_results,cumulative_total_test_results_per_1000,total_test_results_increase,cumulative_positive_tests,positive_tests_increase,cumulative_negative_tests,cumulative_positivity_rate,cumulative_deaths,cumulative_deaths_per_100_000,deaths_increase,last_update_et,total_test_results_increase_7_day_rolling_avg,positive_tests_increase_7_day_rolling_avg,positivity_rate_7_day_rolling_avg
Alaska,2020-03-06 00:00:00,737438,8.0,0.010848369625649884,0,,0,,,0.0,0.0,0,,,,
Alaska,2020-03-07 00:00:00,737438,12.0,0.016272554438474827,4,,0,,,0.0,0.0,0,,,,
Alaska,2020-03-08 00:00:00,737438,14.0,0.018984646844887296,2,,0,,,0.0,0.0,0,,,,
Alaska,2020-03-09 00:00:00,737438,23.0,0.031189062673743422,9,,0,,,0.0,0.0,0,,,,
Alaska,2020-03-10 00:00:00,737438,23.0,0.031189062673743422,0,,0,,,0.0,0.0,0,,3.0,0.0,0.0
Alaska,2020-03-11 00:00:00,737438,46.0,0.062378125347486844,23,,0,,,0.0,0.0,0,,6.33,0.0,0.0
Alaska,2020-03-12 00:00:00,737438,46.0,0.062378125347486844,0,,0,,,0.0,0.0,0,2020-03-11 16:30:00,5.43,0.0,0.0
Alaska,2020-03-13 00:00:00,737438,60.0,0.08136277219237414,14,,0,,,0.0,0.0,0,2020-03-13 00:00:00,7.43,0.0,0.0
Alaska,2020-03-14 00:00:00,737438,144.0,0.19527065326169793,84,,0,,,0.0,0.0,0,2020-03-13 16:30:00,18.86,0.0,0.0
Alaska,2020-03-15 00:00:00,737438,144.0,0.19527065326169793,0,,0,,,0.0,0.0,0,2020-03-13 16:30:00,18.57,0.0,0.0
Alaska,2020-03-16 00:00:00,737438,144.0,0.19527065326169793,0,,0,,,0.0,0.0,0,2020-03-16 15:06:00,17.29,0.0,0.0
Alaska,2020-03-17 00:00:00,737438,337.0,0.45698757048050137,193,3.0,3,,0.8902077151335311,0.0,0.0,0,2020-03-17 00:01:00,44.86,0.43,0.96
Alaska,2020-03-18 00:00:00,737438,412.0,0.5586910357209691,75,8.0,5,,1.9417475728155338,0.0,0.0,0,2020-03-17 23:00:00,52.29,1.14,2.19
Alaska,2020-03-19 00:00:00,737438,438.0,0.5939482370043312,26,11.0,3,,2.5114155251141552,0.0,0.0,0,2020-03-18 16:30:00,56.0,1.57,2.81
Alaska,2020-03-20 00:00:00,737438,698.0,0.9465202498379525,260,14.0,3,,2.005730659025788,0.0,0.0,0,2020-03-20 16:30:00,91.14,2.0,2.19
Alaska,2020-03-21 00:00:00,737438,772.0,1.0468676688752139,74,15.0,1,,1.9430051813471503,0.0,0.0,0,2020-03-21 16:30:00,89.71,2.14,2.39
Alaska,2020-03-22 00:00:00,737438,968.0,1.3126527247036361,196,25.0,10,,2.5826446280991737,0.0,0.0,0,2020-03-21 16:30:00,117.71,3.57,3.03
Alaska,2020-03-23 00:00:00,737438,968.0,1.3126527247036361,0,38.0,13,,3.925619834710744,0.0,0.0,0,2020-03-21 16:30:00,117.71,5.43,4.61
Alaska,2020-03-24 00:00:00,737438,1022.0,1.3858792196767729,54,42.0,4,,4.10958904109589,0.0,0.0,0,2020-03-23 19:00:00,97.86,5.57,5.69
Alaska,2020-03-25 00:00:00,737438,1691.0,2.2930741296217443,669,49.0,7,,2.897693672383205,1.0,0.14,1,2020-03-24 21:00:00,182.71,5.86,3.21
Alaska,2020-03-26 00:00:00,737438,1860.0,2.5222459379635986,169,63.0,14,,3.387096774193549,1.0,0.14,0,2020-03-25 21:00:00,203.14,7.43,3.66
Alaska,2020-03-27 00:00:00,737438,2388.0,3.238238333256491,528,74.0,11,,3.0988274706867673,1.0,0.14,0,2020-03-26 21:00:00,241.43,8.57,3.55
Alaska,2020-03-28 00:00:00,737438,2921.0,3.961010959565414,533,91.0,17,,3.1153714481342005,2.0,0.27,1,2020-03-27 19:00:00,307.0,10.86,3.54
Alaska,2020-03-29 00:00:00,737438,3334.0,4.52105804148959,413,110.0,19,,3.2993401319736058,2.0,0.27,0,2020-03-28 19:00:00,338.0,12.14,3.59
Alaska,2020-03-30 00:00:00,737438,3654.0,4.954992826515586,320,118.0,8,,3.2293377120963327,3.0,0.41,1,2020-03-29 19:00:00,383.71,11.43,2.98
Alaska,2020-03-31 00:00:00,737438,3713.0,5.034999552504753,59,128.0,10,,3.447347158631834,3.0,0.41,0,2020-03-30 19:00:00,384.43,12.29,3.2
Alaska,2020-04-01 00:00:00,737438,4603.0,6.2418806733583025,890,141.0,13,,3.0632196393656312,3.0,0.41,0,2020-03-31 19:00:00,416.0,13.14,3.16
Alaska,2020-04-02 00:00:00,737438,5022.0,6.810064032501715,419,149.0,8,,2.9669454400637196,3.0,0.41,0,2020-04-01 21:00:00,451.71,12.29,2.72
Alaska,2020-04-03 00:00:00,737438,6016.0,8.157973958488714,994,160.0,11,,2.6595744680851063,3.0,0.41,0,2020-04-03 16:00:00,518.29,12.29,2.37
Alaska,2020-04-04 00:00:00,737438,6040.0,8.190519067365663,24,171.0,11,,2.8311258278145695,5.0,0.68,2,2020-04-04 16:00:00,445.57,11.43,2.56
Alaska,2020-04-05 00:00:00,737438,6284.0,8.521394340947985,244,185.0,14,,2.943984723106302,6.0,0.81,1,2020-04-05 00:00:00,421.43,10.71,2.54
Alaska,2020-04-06 00:00:00,737438,6883.0,9.33366601666852,599,191.0,6,,2.7749527822170563,6.0,0.81,0,2020-04-06 14:45:00,461.29,10.43,2.26
Alaska,2020-04-07 00:00:00,737438,6913.0,9.374347402764707,30,213.0,22,,3.081151453782728,6.0,0.81,0,2020-04-07 15:15:00,457.14,12.14,2.66
Alaska,2020-04-08 00:00:00,737438,7068.0,9.584534564261673,155,226.0,13,,3.1975099037917376,7.0,0.95,1,2020-04-08 15:00:00,352.14,12.14,3.45
Alaska,2020-04-09 00:00:00,737438,7223.0,9.79472172575864,155,235.0,9,,3.2534957773778213,7.0,0.95,0,2020-04-09 16:00:00,314.43,12.29,3.91
Alaska,2020-04-10 00:00:00,737438,7432.0,10.078135382228744,209,246.0,11,,3.3100107642626484,7.0,0.95,0,2020-04-10 15:30:00,202.29,12.29,6.07
Alaska,2020-04-11 00:00:00,737438,7732.0,10.484949243190615,300,257.0,11,,3.323848939472323,8.0,1.08,1,2020-04-11 14:45:00,241.71,12.29,5.08
Alaska,2020-04-12 00:00:00,737438,8038.0,10.899899381371721,306,272.0,15,,3.3839263498382683,8.0,1.08,0,2020-04-12 14:50:00,250.57,12.43,4.96
Alaska,2020-04-13 00:00:00,737438,7830.0,10.617841771104825,-208,277.0,5,,3.537675606641124,8.0,1.08,0,2020-04-13 00:00:00,192.5,12.29,7.45
Alaska,2020-04-14 00:00:00,737438,8348.0,11.320273704365654,518,285.0,8,,3.413991375179684,9.0,1.22,1,2020-04-14 14:15:00,273.83,10.29,4.38
Alaska,2020-04-15 00:00:00,737438,8664.0,11.748784304578825,316,293.0,8,,3.3818097876269624,9.0,1.22,0,2020-04-15 15:15:00,300.67,9.57,3.71
Alaska,2020-04-16 00:00:00,737438,8735.0,11.845063585006468,71,300.0,7,,3.434459072696051,9.0,1.22,0,2020-04-16 15:30:00,286.67,9.29,3.78
Alaska,2020-04-17 00:00:00,737438,9450.0,12.814636620298927,715,309.0,9,,3.2698412698412698,9.0,1.22,0,2020-04-16 00:00:00,371.0,9.0,2.83
Alaska,2020-04-18 00:00:00,737438,9655.0,13.092626091956204,205,314.0,5,,3.2522009321595027,9.0,1.22,0,2020-04-18 14:15:00,355.17,8.14,2.67
Alaska,2020-04-19 00:00:00,737438,9895.0,13.418077180725703,240,319.0,5,,3.2238504295098536,9.0,1.22,0,2020-04-18 17:45:00,344.17,6.71,2.28
Alaska,2020-04-20 00:00:00,737438,10124.0,13.72861176125993,229,321.0,2,,3.170683524298696,9.0,1.22,0,2020-04-20 14:00:00,327.71,6.29,1.92
Alaska,2020-04-21 00:00:00,737438,11119.0,15.077877733450133,995,329.0,8,,2.9588991815810775,9.0,1.22,0,2020-04-21 15:15:00,395.86,6.29,1.59
Alaska,2020-04-22 00:00:00,737438,12159.0,16.48816578478462,1040,335.0,6,,2.755160786248869,9.0,1.22,0,2020-04-22 14:00:00,499.29,6.0,1.2
Alaska,2020-04-23 00:00:00,737438,12161.0,16.490877877191032,2,337.0,2,,2.7711536880190772,9.0,1.22,0,2020-04-23 14:00:00,489.43,5.29,1.08
Alaska,2020-04-24 00:00:00,737438,12281.0,16.65360342157578,120,339.0,2,,2.7603615340770293,9.0,1.22,0,2020-04-24 15:00:00,404.43,4.29,1.06
Alaska,2020-04-25 00:00:00,737438,15732.0,21.3333188688405,3451,339.0,0,,2.154843630816171,9.0,1.22,0,2020-04-25 16:00:00,868.14,3.57,0.41
Alaska,2020-04-26 00:00:00,737438,16177.0,21.936759429267276,445,341.0,2,,2.107931013166842,9.0,1.22,0,2020-04-26 14:15:00,897.43,3.14,0.35
Alaska,2020-04-27 00:00:00,737438,16256.0,22.043887079320566,79,345.0,4,,2.1222933070866143,9.0,1.22,0,2020-04-27 14:00:00,876.0,3.43,0.39
Alaska,2020-04-28 00:00:00,737438,17089.0,23.173473566591362,833,351.0,6,,2.053952835157119,9.0,1.22,0,2020-04-28 14:50:00,852.86,3.14,0.37
Alaska,2020-04-29 00:00:00,737438,19119.0,25.92624735910002,2030,355.0,4,,1.8567916732046656,9.0,1.22,0,2020-04-28 14:50:00,994.29,2.86,0.29
Alaska,2020-04-30 00:00:00,737438,19119.0,25.92624735910002,0,355.0,0,,1.8567916732046656,9.0,1.22,0,2020-04-30 15:00:00,994.0,2.57,0.26
Alaska,2020-05-01 00:00:00,737438,20325.0,27.56163908016674,1206,364.0,9,,1.79089790897909,9.0,1.22,0,2020-05-01 14:00:00,1149.14,3.57,0.31
Alaska,2020-05-02 00:00:00,737438,21399.0,29.01803270241024,1074,365.0,1,,1.705687181644002,9.0,1.22,0,2020-05-02 00:00:00,809.57,3.71,0.46
Alaska,2020-05-03 00:00:00,737438,21578.0,29.260764972784152,179,368.0,3,,1.7054407266660485,9.0,1.22,0,2020-05-03 14:15:00,771.57,3.86,0.5
Alaska,2020-05-04 00:00:00,737438,21723.0,29.45739167224906,145,370.0,2,,1.7032638217557425,9.0,1.22,0,2020-05-04 00:00:00,781.0,3.57,0.46
Alaska,2020-05-05 00:00:00,737438,22692.0,30.771400443155898,969,371.0,1,,1.6349374228803102,9.0,1.22,0,2020-05-05 00:00:00,800.43,2.86,0.36
Alaska,2020-05-06 00:00:00,737438,23655.0,32.0772729368435,963,372.0,1,,1.5726062143310082,10.0,1.36,1,2020-05-06 00:00:00,648.0,2.43,0.37
Alaska,2020-05-07 00:00:00,737438,24341.0,33.00752063224298,686,374.0,2,,1.536502197937636,10.0,1.36,0,2020-05-07 00:00:00,746.0,2.71,0.36
Alaska,2020-05-08 00:00:00,737438,25473.0,34.54256493427244,1132,377.0,3,,1.479998429709889,10.0,1.36,0,2020-05-08 00:00:00,735.43,1.86,0.25
Alaska,2020-05-09 00:00:00,737438,26449.0,35.86606602860173,976,378.0,1,,1.42916556391546,10.0,1.36,0,2020-05-09 00:00:00,721.43,1.86,0.26
Alaska,2020-05-10 00:00:00,737438,27364.0,37.10684830453543,915,379.0,1,,1.3850314281537788,10.0,1.36,0,2020-05-10 14:00:00,826.57,1.57,0.19
Alaska,2020-05-11 00:00:00,737438,28680.0,38.89140510795484,1316,381.0,2,,1.3284518828451881,10.0,1.36,0,2020-05-11 00:00:00,993.86,1.57,0.16
Alaska,2020-05-12 00:00:00,737438,29961.0,40.62850029426203,1281,383.0,2,,1.2783284937084878,10.0,1.36,0,2020-05-12 00:00:00,1038.43,1.71,0.17
Alaska,2020-05-13 00:00:00,737438,30649.0,41.56146008206792,688,384.0,1,,1.2528956899083168,10.0,1.36,0,2020-05-13 00:00:00,999.14,1.71,0.17
Alaska,2020-05-14 00:00:00,737438,31762.0,43.07073950623646,1113,389.0,5,,1.2247339588187143,10.0,1.36,0,2020-05-14 00:00:00,1060.14,2.14,0.2
Alaska,2020-05-15 00:00:00,737438,32418.0,43.96030581553975,656,390.0,1,,1.2030353507310754,10.0,1.36,0,2020-05-14 00:00:00,992.14,1.86,0.19
Alaska,2020-05-16 00:00:00,737438,33281.0,45.13057368890673,863,394.0,4,,1.1838586580932062,10.0,1.36,0,2020-05-16 00:00:00,976.0,2.29,0.23
Alaska,2020-05-17 00:00:00,737438,34651.0,46.98835698729927,1370,398.0,4,,1.1485960001154367,10.0,1.36,0,2020-05-17 00:00:00,1041.0,2.71,0.26
Alaska,2020-05-18 00:00:00,737438,35611.0,48.29016134237725,960,401.0,3,,1.1260565555586757,10.0,1.36,0,2020-05-18 00:00:00,990.14,2.86,0.29
Alaska,2020-05-19 00:00:00,737438,36380.0,49.33296087264286,769,401.0,0,,1.1022539857064322,10.0,1.36,0,2020-05-19 00:00:00,917.0,2.57,0.28
Alaska,2020-05-20 00:00:00,737438,37045.0,50.234731597775,665,404.0,3,,1.0905655284113915,10.0,1.36,0,2020-05-20 00:00:00,913.71,2.86,0.31
Alaska,2020-05-21 00:00:00,737438,39545.0,53.624847105790586,2500,404.0,0,,1.0216209381717032,10.0,1.36,0,2020-05-21 00:00:00,1111.86,2.14,0.19
Alaska,2020-05-22 00:00:00,737438,41446.0,56.202690938085645,1901,406.0,2,,0.9795878975051875,10.0,1.36,0,2020-05-22 00:00:00,1289.71,2.29,0.18
Alaska,2020-05-23 00:00:00,737438,42351.0,57.42991275198728,905,410.0,4,,0.9680999268022007,10.0,1.36,0,2020-05-23 15:00:00,1295.71,2.29,0.18
Alaska,2020-05-24 00:00:00,737438,43507.0,58.99750216289369,1156,410.0,0,,0.94237708874434,10.0,1.36,0,2020-05-24 00:00:00,1265.14,1.71,0.14
Alaska,2020-05-25 00:00:00,737438,44472.0,60.30608674898772,965,411.0,1,,0.9241770102536427,10.0,1.36,0,2020-05-25 00:00:00,1265.86,1.43,0.11
Alaska,2020-05-26 00:00:00,737438,44964.0,60.97326148096518,492,413.0,2,,0.9185125878480561,10.0,1.36,0,2020-05-26 00:00:00,1226.29,1.71,0.14
Alaska,2020-05-27 00:00:00,737438,46363.0,62.8703701192507,1399,414.0,1,,0.8929534326941743,10.0,1.36,0,2020-05-27 00:00:00,1331.14,1.43,0.11
Alaska,2020-05-28 00:00:00,737438,47970.0,65.04953636780313,1607,427.0,13,,0.8901396706274755,10.0,1.36,0,2020-05-28 00:00:00,1203.57,3.29,0.27
Alaska,2020-05-29 00:00:00,737438,49439.0,67.04156824031308,1469,432.0,5,,0.873804081797771,10.0,1.36,0,2020-05-29 00:00:00,1141.86,3.71,0.33
Alaska,2020-05-30 00:00:00,737438,51695.0,70.10080847474636,2256,435.0,3,,0.841474030370442,10.0,1.36,0,2020-05-30 00:00:00,1334.86,3.57,0.27
Alaska,2020-05-31 00:00:00,737438,51695.0,70.10080847474636,0,463.0,28,,0.8956378760034819,10.0,1.36,0,2020-05-30 00:00:00,1169.71,7.57,0.65
Alaska,2020-06-01 00:00:00,737438,54190.0,73.4841437517459,2495,470.0,7,,0.8673186934858831,10.0,1.36,0,2020-06-01 00:00:00,1388.29,8.43,0.61
Alaska,2020-06-02 00:00:00,737438,56203.0,76.21386475880006,2013,490.0,20,,0.8718395815170008,10.0,1.36,0,2020-06-02 00:00:00,1605.57,11.0,0.69
Alaska,2020-06-03 00:00:00,737438,58182.0,78.8974801949452,1979,508.0,18,,0.8731222714929016,10.0,1.36,0,2020-06-03 00:00:00,1688.43,13.43,0.8
Alaska,2020-06-04 00:00:00,737438,60097.0,81.49430867408515,1915,518.0,10,,0.8619398638867164,10.0,1.36,0,2020-06-04 00:00:00,1732.43,13.0,0.75
Alaska,2020-06-05 00:00:00,737438,60990.0,82.70525793354831,893,529.0,11,,0.867355304148221,10.0,1.36,0,2020-06-05 00:00:00,1650.14,13.86,0.84
Alaska,2020-06-06 00:00:00,737438,63901.0,86.65270843108166,2911,541.0,12,,0.8466221185896935,10.0,1.36,0,2020-06-06 00:00:00,1743.71,15.14,0.87
Alaska,2020-06-07 00:00:00,737438,64904.0,88.01282277289751,1003,549.0,8,,0.8458646616541353,10.0,1.36,0,2020-06-07 00:00:00,1887.0,12.29,0.65
Alaska,2020-06-08 00:00:00,737438,65912.0,89.3797173457294,1008,567.0,18,,0.8602378929481733,10.0,1.36,0,2020-06-08 00:00:00,1674.57,13.86,0.83
Alaska,2020-06-09 00:00:00,737438,66890.0,90.7059305324651,978,578.0,11,,0.8641052474211393,11.0,1.49,1,2020-06-09 00:00:00,1526.71,12.57,0.82
Alaska,2020-06-10 00:00:00,737438,67720.0,91.83144888112628,830,598.0,20,,0.8830478440637921,11.0,1.49,0,2020-06-10 00:00:00,1362.57,12.86,0.94
Alaska,2020-06-11 00:00:00,737438,69011.0,93.58210452946552,1291,616.0,18,,0.8926113228325918,11.0,1.49,0,2020-06-11 00:00:00,1273.43,14.0,1.1
Alaska,2020-06-12 00:00:00,737438,70880.0,96.11655488325799,1869,630.0,14,,0.8888261851015801,12.0,1.63,1,2020-06-12 00:00:00,1412.86,14.43,1.02
Alaska,2020-06-13 00:00:00,737438,71803.0,97.36818552881734,923,656.0,26,,0.9136108519142655,12.0,1.63,0,2020-06-13 00:00:00,1128.86,16.43,1.46
Alaska,2020-06-14 00:00:00,737438,73467.0,99.62464641095252,1664,665.0,9,,0.9051683068588618,12.0,1.63,0,2020-06-14 00:00:00,1223.29,16.57,1.35
Alaska,2020-06-15 00:00:00,737438,74437.0,100.94001122806256,970,668.0,3,,0.8974031731531362,12.0,1.63,0,2020-06-15 00:00:00,1217.86,14.43,1.18
Alaska,2020-06-16 00:00:00,737438,76215.0,103.35106137736325,1778,681.0,13,,0.8935248966738831,12.0,1.63,0,2020-06-16 00:00:00,1332.14,14.71,1.1
Alaska,2020-06-17 00:00:00,737438,77709.0,105.37699440495336,1494,701.0,20,,0.9020834137615977,12.0,1.63,0,2020-06-17 00:00:00,1427.0,14.71,1.03
Alaska,2020-06-18 00:00:00,737438,81185.0,110.09061100729824,3476,713.0,12,,0.8782410543819671,12.0,1.63,0,2020-06-18 00:00:00,1739.14,13.86,0.8
Alaska,2020-06-19 00:00:00,737438,83631.0,113.40750002034069,2446,729.0,16,,0.8716863364063566,12.0,1.63,0,2020-06-19 00:00:00,1821.57,14.14,0.78
Alaska,2020-06-20 00:00:00,737438,86918.0,117.8648238902796,3287,750.0,21,,0.86288225683978,12.0,1.63,0,2020-06-20 00:00:00,2159.29,13.43,0.62
Alaska,2020-06-21 00:00:00,737438,88051.0,119.40122423851226,1133,761.0,11,,0.8642718424549408,12.0,1.63,0,2020-06-21 00:00:00,2083.43,13.71,0.66
Alaska,2020-06-22 00:00:00,737438,90824.0,123.16154036000316,2773,767.0,6,,0.8444904430546992,12.0,1.63,0,2020-06-22 00:00:00,2341.0,14.14,0.6
Alaska,2020-06-23 00:00:00,737438,92947.0,126.04042644940999,2123,783.0,16,,0.8424155701636417,12.0,1.63,0,2020-06-23 00:00:00,2390.29,14.57,0.61
Alaska,2020-06-24 00:00:00,737438,96096.0,130.31061594330643,3149,797.0,14,,0.8293789543789544,12.0,1.63,0,2020-06-24 00:00:00,2626.71,13.71,0.52
Alaska,2020-06-25 00:00:00,737438,99452.0,134.86150700126655,3356,821.0,24,,0.8255238708120499,12.0,1.63,0,2020-06-25 00:00:00,2609.57,15.43,0.59
Alaska,2020-06-26 00:00:00,737438,101792.0,138.03465511676913,2340,839.0,18,,0.8242298019490726,14.0,1.9,2,2020-06-26 00:00:00,2594.43,15.71,0.61
Alaska,2020-06-27 00:00:00,737438,105581.0,143.17271418071755,3789,858.0,19,,0.8126462147545487,14.0,1.9,0,2020-06-27 00:00:00,2666.14,15.43,0.58
Alaska,2020-06-28 00:00:00,737438,108300.0,146.85980380723532,2719,887.0,29,,0.8190212373037858,14.0,1.9,0,2020-06-28 00:00:00,2892.71,18.0,0.62
Alaska,2020-06-29 00:00:00,737438,108709.0,147.41442670434668,409,908.0,21,,0.8352574303875484,14.0,1.9,0,2020-06-29 00:00:00,2555.0,20.14,0.79
Alaska,2020-06-30 00:00:00,737438,112185.0,152.12804330669155,3476,944.0,36,,0.8414672193252217,14.0,1.9,0,2020-06-29 00:00:00,2748.29,23.0,0.84
Alaska,2020-07-01 00:00:00,737438,114400.0,155.13168564679336,2215,982.0,38,,0.8583916083916084,14.0,1.9,0,2020-07-01 00:00:00,2614.86,26.43,1.01
Alaska,2020-07-02 00:00:00,737438,115909.0,157.17795936743155,1509,1020.0,38,,0.8800006901966198,14.0,1.9,0,2020-07-02 00:00:00,2351.0,28.43,1.21
Alaska,2020-07-03 00:00:00,737438,120208.0,163.0076019950152,4299,1065.0,45,,0.8859643284972715,15.0,2.03,1,2020-07-03 00:00:00,2630.86,32.29,1.23
Alaska,2020-07-04 00:00:00,737438,122732.0,166.43026261190772,2524,1114.0,49,,0.9076687416484699,16.0,2.17,1,2020-07-04 00:00:00,2450.14,36.57,1.49
Alaska,2020-07-05 00:00:00,737438,123753.0,167.81478578538128,1021,1141.0,27,,0.9219978505571581,16.0,2.17,0,2020-07-04 00:00:00,2207.57,36.29,1.64
Alaska,2020-07-06 00:00:00,737438,123753.0,167.81478578538128,0,1168.0,27,,0.9438155034625423,16.0,2.17,0,2020-07-05 00:00:00,2149.14,37.14,1.73
Alaska,2020-07-07 00:00:00,737438,131420.0,178.2115920253635,7667,1186.0,18,,0.90245015979303,17.0,2.31,1,2020-07-06 00:00:00,2747.86,34.57,1.26
Alaska,2020-07-08 00:00:00,737438,133401.0,180.89791955391505,1981,1226.0,40,,0.9190335904528452,17.0,2.31,0,2020-07-08 00:00:00,2714.43,34.86,1.28
Alaska,2020-07-09 00:00:00,737438,135744.0,184.07513580802726,2343,1273.0,47,,0.9377946723243753,17.0,2.31,0,2020-07-09 00:00:00,2833.57,36.14,1.28
Alaska,2020-07-10 00:00:00,737438,141931.0,192.46499366726425,6187,1323.0,50,,0.9321430836110504,17.0,2.31,0,2020-07-10 00:00:00,3103.29,36.86,1.19
Alaska,2020-07-11 00:00:00,737438,143376.0,194.42448043089723,1445,1386.0,63,,0.9666889856042853,17.0,2.31,0,2020-07-11 00:00:00,2949.14,38.86,1.32
Alaska,2020-07-12 00:00:00,737438,145475.0,197.27082141142714,2099,1478.0,92,,1.0159821275133185,17.0,2.31,0,2020-07-12 00:00:00,3103.14,48.14,1.55
Alaska,2020-07-13 00:00:00,737438,146590.0,198.7828129280021,1115,1537.0,59,,1.0485026263728767,17.0,2.31,0,2020-07-13 00:00:00,3262.43,52.71,1.62
Alaska,2020-07-14 00:00:00,737438,149473.0,202.69229413184567,2883,1580.0,43,,1.057047092116971,17.0,2.31,0,2020-07-14 00:00:00,2579.0,56.29,2.18
Alaska,2020-07-15 00:00:00,737438,156093.0,211.66931999707094,6620,1631.0,51,,1.0448899053769227,17.0,2.31,0,2020-07-15 00:00:00,3241.71,57.86,1.78
Alaska,2020-07-16 00:00:00,737438,163022.0,221.06536413908694,6929,1695.0,64,,1.0397369680165867,17.0,2.31,0,2020-07-16 00:00:00,3896.86,60.29,1.55
Alaska,2020-07-17 00:00:00,737438,165414.0,224.30902665715627,2392,1737.0,42,,1.0500924951938773,17.0,2.31,0,2020-07-17 00:00:00,3354.71,59.14,1.76
Alaska,2020-07-18 00:00:00,737438,168363.0,228.30800691041145,2949,1799.0,62,,1.068524557058261,18.0,2.44,1,2020-07-18 00:00:00,3569.57,59.0,1.65
Alaska,2020-07-19 00:00:00,737438,173010.0,234.60955361671083,4647,1882.0,83,,1.087798393156465,18.0,2.44,0,2020-07-19 00:00:00,3933.57,57.71,1.47
Alaska,2020-07-20 00:00:00,737438,175586.0,238.1027286361701,2576,1955.0,73,,1.1134145091294294,18.0,2.44,0,2020-07-20 00:00:00,4142.29,59.71,1.44
Alaska,2020-07-21 00:00:00,737438,178626.0,242.22510909391704,3040,2045.0,90,,1.144850133799111,18.0,2.44,0,2020-07-21 00:00:00,4164.71,66.43,1.6
Alaska,2020-07-22 00:00:00,737438,185333.0,251.32011097882128,6707,2139.0,94,,1.1541387664366303,19.0,2.58,1,2020-07-22 00:00:00,4177.14,72.57,1.74
Alaska,2020-07-23 00:00:00,737438,189509.0,256.98295992341053,4176,2203.0,64,,1.1624777715042558,19.0,2.58,0,2020-07-23 00:00:00,3783.86,72.57,1.92
Alaska,2020-07-24 00:00:00,737438,200572.0,271.9848990694811,11063,2260.0,57,,1.1267774165885567,19.0,2.58,0,2020-07-24 00:00:00,5022.57,74.71,1.49
Alaska,2020-07-25 00:00:00,737438,205066.0,278.0789707066899,4494,2348.0,88,,1.1449972204070884,20.0,2.71,1,2020-07-25 00:00:00,5243.29,78.43,1.5
Alaska,2020-07-26 00:00:00,737438,207264.0,281.0595602613372,2198,2533.0,185,,1.2221128608923886,20.0,2.71,0,2020-07-26 00:00:00,4893.43,93.0,1.9
Alaska,2020-07-27 00:00:00,737438,207264.0,281.0595602613372,0,2627.0,94,,1.2674656476763932,21.0,2.85,1,2020-07-27 00:00:00,4525.43,96.0,2.12
Alaska,2020-07-28 00:00:00,737438,213875.0,290.0243817107336,6611,2735.0,108,,1.2787843366452367,22.0,2.98,1,2020-07-28 00:00:00,5035.57,98.57,1.96
Alaska,2020-07-29 00:00:00,737438,223664.0,303.2987179939195,9789,2803.0,68,,1.2532191143858644,22.0,2.98,0,2020-07-29 00:00:00,5475.86,94.86,1.73
Alaska,2020-07-30 00:00:00,737438,225057.0,305.18769035498576,1393,2887.0,84,,1.28278613862266,23.0,3.12,1,2020-07-30 00:00:00,5078.29,97.71,1.92
Alaska,2020-07-31 00:00:00,737438,233106.0,316.10250624459275,8049,2993.0,106,,1.2839652347000934,23.0,3.12,0,2020-07-31 00:00:00,4647.71,104.71,2.25
Alaska,2020-08-01 00:00:00,737438,238633.0,323.59737360971366,5527,3137.0,144,,1.3145709101423524,24.0,3.25,1,2020-08-01 00:00:00,4795.29,112.71,2.35
Alaska,2020-08-02 00:00:00,737438,243090.0,329.6412715374038,4457,3273.0,136,,1.3464149080587435,24.0,3.25,0,2020-08-02 00:00:00,5118.0,105.71,2.07
Alaska,2020-08-03 00:00:00,737438,245807.0,333.32564907151516,2717,3331.0,58,,1.3551282103438878,25.0,3.39,1,2020-08-03 00:00:00,5506.14,100.57,1.83
Alaska,2020-08-04 00:00:00,737438,252649.0,342.6037171938522,6842,3392.0,61,,1.3425740849953889,25.0,3.39,0,2020-08-04 00:00:00,5539.14,93.86,1.69
Alaska,2020-08-05 00:00:00,737438,257279.0,348.8822111146971,4630,3447.0,55,,1.339790655280843,25.0,3.39,0,2020-08-05 00:00:00,4802.14,92.0,1.92
Alaska,2020-08-06 00:00:00,737438,261572.0,354.70371746506146,4293,3487.0,40,,1.3330937562124385,25.0,3.39,0,2020-08-06 00:00:00,5216.43,85.71,1.64
Alaska,2020-08-07 00:00:00,737438,268851.0,364.5743777781997,7279,3542.0,55,,1.3174583691338326,25.0,3.39,0,2020-08-07 00:00:00,5106.43,78.43,1.54
Alaska,2020-08-08 00:00:00,737438,273593.0,371.00474887380363,4742,3621.0,79,,1.323498773725936,26.0,3.53,1,2020-08-08 00:00:00,4994.29,69.14,1.38
Alaska,2020-08-09 00:00:00,737438,277919.0,376.8710047488738,4326,3718.0,97,,1.3377998625498797,26.0,3.53,0,2020-08-09 00:00:00,4975.57,63.57,1.28
Alaska,2020-08-10 00:00:00,737438,280343.0,380.1580607454457,2424,3786.0,68,,1.3504885087196756,26.0,3.53,0,2020-08-10 00:00:00,4933.71,65.0,1.32
Alaska,2020-08-11 00:00:00,737438,290744.0,394.2622973049938,10401,3835.0,49,,1.3190297994111657,26.0,3.53,0,2020-08-11 00:00:00,5442.14,63.29,1.16
